"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M2","What visual aid on the whiteboard is best for contrasting the Past Continuous and Past Simple?","Timeline","Mind map","Phonemic chart","အတိတ်၊ ပစ္စုပ္ပန်၊ အနာဂတ် အချိန်ကာလတွေကို မြင်သာအောင် မျဉ်းကြောင်းဆွဲပြပြီး Tense ကို ရှင်းပြတဲ့ပုံစံကို Timeline လို့ခေါ်ပါတယ်။"
"M2","A diagram on the board where a central topic is connected to related words (like branches) is a:","Mind map / Spidergram","Timeline","Substitution table","ခေါင်းစဉ်တစ်ခုကနေ ဆက်စပ်တဲ့ စကားလုံးတွေကို ပင့်ကူအိမ် (သို့) သစ်ကိုင်းဖြာသလို ရေးဆွဲပြီး ဝေါဟာရသင်တဲ့နည်းကို Mind map/Spidergram လို့ခေါ်ပါတယ်။"
"M2","Drawing a circle with the word 'Sports' and linking it to 'Football', 'Tennis', and 'Swimming' is creating a:","Mind map / Spidergram","Timeline","Substitution table","ခေါင်းစဉ်တစ်ခုကနေ ဆက်စပ်တဲ့ စကားလုံးတွေကို ပင့်ကူအိမ် (သို့) သစ်ကိုင်းဖြာသလို ရေးဆွဲပြီး ဝေါဟာရသင်တဲ့နည်းကို Mind map/Spidergram လို့ခေါ်ပါတယ်။"
"M2","What visual tool is best for brainstorming vocabulary related to 'Holidays'?","Mind map / Spidergram","Timeline","Substitution table","ခေါင်းစဉ်တစ်ခုကနေ ဆက်စပ်တဲ့ စကားလုံးတွေကို ပင့်ကူအိမ် (သို့) သစ်ကိုင်းဖြာသလို ရေးဆွဲပြီး ဝေါဟာရသင်တဲ့နည်းကို Mind map/Spidergram လို့ခေါ်ပါတယ်။"
"M2","A poster showing all the distinct sounds of English is the:","Phonemic chart","Alphabet chart","Timeline","အင်္ဂလိပ်စာရဲ့ အသံထွက် သင်္ကေတ (Phonemes) အားလုံးကို ပြသထားတဲ့ ဇယားကွက်ကို Phonemic chart လို့ခေါ်ပါတယ်။"
"M2","A wall poster containing symbols like /ʃ/ and /tʃ/ used for pronunciation correction is the:","Phonemic chart","Alphabet chart","Timeline","အင်္ဂလိပ်စာရဲ့ အသံထွက် သင်္ကေတ (Phonemes) အားလုံးကို ပြသထားတဲ့ ဇယားကွက်ကို Phonemic chart လို့ခေါ်ပါတယ်။"
"M2","When a student mispronounces the /v/ sound as /b/, the teacher can point to the:","Phonemic chart","Alphabet chart","Timeline","အင်္ဂလိပ်စာရဲ့ အသံထွက် သင်္ကေတ (Phonemes) အားလုံးကို ပြသထားတဲ့ ဇယားကွက်ကို Phonemic chart လို့ခေါ်ပါတယ်။"
"M2","A major advantage of using video instead of just audio is that learners can see:","Paralinguistic features (body language, facial expressions).","The exact spelling of every word.","The grammar translation.","ဗီဒီယို (Video) အသုံးပြုခြင်းက အသံအပြင် စကားပြောသူရဲ့ မျက်နှာအမူအရာ၊ ကိုယ်ဟန်အမူအရာ (Paralinguistic features) ကိုပါ မြင်တွေ့နိုင်ပါတယ်။"
"M2","Gestures, facial expressions, and body language seen in videos are known as:","Paralinguistic features (body language, facial expressions).","The exact spelling of every word.","The grammar translation.","ဗီဒီယို (Video) အသုံးပြုခြင်းက အသံအပြင် စကားပြောသူရဲ့ မျက်နှာအမူအရာ၊ ကိုယ်ဟန်အမူအရာ (Paralinguistic features) ကိုပါ မြင်တွေ့နိုင်ပါတယ်။"
"M2","Video is better than audio for showing context because learners can observe:","Paralinguistic features (body language, facial expressions).","The exact spelling of every word.","The grammar translation.","ဗီဒီယို (Video) အသုံးပြုခြင်းက အသံအပြင် စကားပြောသူရဲ့ မျက်နှာအမူအရာ၊ ကိုယ်ဟန်အမူအရာ (Paralinguistic features) ကိုပါ မြင်တွေ့နိုင်ပါတယ်။"
"M2","If a teacher wants students to focus purely on pronunciation and intonation, the best resource is:","Audio recordings (CDs/Podcasts)","Silent videos","Flashcards","အသံထွက် (Pronunciation) နဲ့ လေသံ (Intonation) ကို သီးသန့် အာရုံစိုက်စေချင်ရင် အသံဖိုင် (Audio) သက်သက်ကို သုံးတာ အကောင်းဆုံးပါ။"
"M2","If visual distractions need to be removed to focus entirely on listening to intonation, use:","Audio recordings (CDs/Podcasts)","Silent videos","Flashcards","အသံထွက် (Pronunciation) နဲ့ လေသံ (Intonation) ကို သီးသန့် အာရုံစိုက်စေချင်ရင် အသံဖိုင် (Audio) သက်သက်ကို သုံးတာ အကောင်းဆုံးပါ။"
"M2","Identify the resource: If a teacher wants students to focus purely on pronunciation and intonation, the best resource is:","Audio recordings (CDs/Podcasts)","Silent videos","Flashcards","အသံထွက် (Pronunciation) နဲ့ လေသံ (Intonation) ကို သီးသန့် အာရုံစိုက်စေချင်ရင် အသံဖိုင် (Audio) သက်သက်ကို သုံးတာ အကောင်းဆုံးပါ။"
"M2","Having students watch a video clip with the sound turned off (silent viewing) is useful for:","Predicting what the characters are saying or the situation.","Practicing spelling.","Listening for specific information.","အသံပိတ်ပြီး ဗီဒီယိုပြခြင်း (Silent viewing) ဟာ ဇာတ်လမ်း သို့မဟုတ် စကားပြောတွေကို ကျောင်းသားတွေ ကိုယ်တိုင် မှန်းဆ (Predict) စေဖို့ သုံးပါတယ်။"
"M2","Which statement applies? Having students watch a video clip with the sound turned off (silent viewing) is useful for:","Predicting what the characters are saying or the situation.","Practicing spelling.","Listening for specific information.","အသံပိတ်ပြီး ဗီဒီယိုပြခြင်း (Silent viewing) ဟာ ဇာတ်လမ်း သို့မဟုတ် စကားပြောတွေကို ကျောင်းသားတွေ ကိုယ်တိုင် မှန်းဆ (Predict) စေဖို့ သုံးပါတယ်။"
"M2","Identify the resource: Having students watch a video clip with the sound turned off (silent viewing) is useful for:","Predicting what the characters are saying or the situation.","Practicing spelling.","Listening for specific information.","အသံပိတ်ပြီး ဗီဒီယိုပြခြင်း (Silent viewing) ဟာ ဇာတ်လမ်း သို့မဟုတ် စကားပြောတွေကို ကျောင်းသားတွေ ကိုယ်တိုင် မှန်းဆ (Predict) စေဖို့ သုံးပါတယ်။"
"M2","Using a podcast in the classroom is an example of using:","An audio resource","A visual resource","Realia","Podcast တွေဟာ အင်္ဂလိပ်စာ နားထောင်စွမ်းရည် (Listening) အတွက် ခေတ်မီတဲ့ အသံဖိုင် (Audio resource) တွေဖြစ်ပါတယ်။"
"M2","Which statement applies? Using a podcast in the classroom is an example of using:","An audio resource","A visual resource","Realia","Podcast တွေဟာ အင်္ဂလိပ်စာ နားထောင်စွမ်းရည် (Listening) အတွက် ခေတ်မီတဲ့ အသံဖိုင် (Audio resource) တွေဖြစ်ပါတယ်။"
"M2","Identify the resource: Using a podcast in the classroom is an example of using:","An audio resource","A visual resource","Realia","Podcast တွေဟာ အင်္ဂလိပ်စာ နားထောင်စွမ်းရည် (Listening) အတွက် ခေတ်မီတဲ့ အသံဖိုင် (Audio resource) တွေဖြစ်ပါတယ်။"
"M2","Small wooden blocks of different colors and lengths used to teach grammar or vocabulary are:","Cuisenaire rods","Puppets","Realia","အရောင်နဲ့ အရှည်မတူတဲ့ သစ်သားတုံးလေးတွေကို သုံးပြီး စကားလုံးအစီအစဉ်၊ အသံဖိ/မဖိ (Stress) တွေကို သင်ပြတဲ့ကိရိယာကို Cuisenaire rods လို့ခေါ်ပါတယ်။"
"M2","Small colored wooden sticks used to visually demonstrate word stress or sentence structure are:","Cuisenaire rods","Puppets","Realia","အရောင်နဲ့ အရှည်မတူတဲ့ သစ်သားတုံးလေးတွေကို သုံးပြီး စကားလုံးအစီအစဉ်၊ အသံဖိ/မဖိ (Stress) တွေကို သင်ပြတဲ့ကိရိယာကို Cuisenaire rods လို့ခေါ်ပါတယ်။"
"M2","Using different colored blocks to represent verbs, nouns, and adjectives is a technique using:","Cuisenaire rods","Puppets","Realia","အရောင်နဲ့ အရှည်မတူတဲ့ သစ်သားတုံးလေးတွေကို သုံးပြီး စကားလုံးအစီအစဉ်၊ အသံဖိ/မဖိ (Stress) တွေကို သင်ပြတဲ့ကိရိယာကို Cuisenaire rods လို့ခေါ်ပါတယ်။"
"M2","A room where students can practice listening individually with headphones is a:","Language laboratory","Self-access centre","Staff room","ကျောင်းသားတွေ နားကြပ်တပ်ပြီး အသံဖိုင်တွေကို ကိုယ်ပိုင်အရှိန်နဲ့ လေ့ကျင့်နိုင်တဲ့ အခန်းကို Language laboratory လို့ခေါ်ပါတယ်။"
"M2","A dedicated room with computers/audio headsets for individual speaking and listening practice is a:","Language laboratory","Self-access centre","Staff room","ကျောင်းသားတွေ နားကြပ်တပ်ပြီး အသံဖိုင်တွေကို ကိုယ်ပိုင်အရှိန်နဲ့ လေ့ကျင့်နိုင်တဲ့ အခန်းကို Language laboratory လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: A room where students can practice listening individually with headphones is a:","Language laboratory","Self-access centre","Staff room","ကျောင်းသားတွေ နားကြပ်တပ်ပြီး အသံဖိုင်တွေကို ကိုယ်ပိုင်အရှိန်နဲ့ လေ့ကျင့်နိုင်တဲ့ အခန်းကို Language laboratory လို့ခေါ်ပါတယ်။"
"M2","An area with books, computers, and resources where students study on their own is a:","Self-access centre","Language laboratory","Classroom","ကျောင်းသားတွေ ကိုယ့်ဘာသာ လွတ်လပ်စွာ လေ့လာနိုင်ဖို့ စာအုပ်တွေ၊ ကွန်ပျူတာတွေ စုဆောင်းပေးထားတဲ့နေရာကို Self-access centre လို့ခေါ်ပါတယ်။"
"M2","A library-like space where learners can borrow books and audio to study independently is a:","Self-access centre","Language laboratory","Classroom","ကျောင်းသားတွေ ကိုယ့်ဘာသာ လွတ်လပ်စွာ လေ့လာနိုင်ဖို့ စာအုပ်တွေ၊ ကွန်ပျူတာတွေ စုဆောင်းပေးထားတဲ့နေရာကို Self-access centre လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: An area with books, computers, and resources where students study on their own is a:","Self-access centre","Language laboratory","Classroom","ကျောင်းသားတွေ ကိုယ့်ဘာသာ လွတ်လပ်စွာ လေ့လာနိုင်ဖို့ စာအုပ်တွေ၊ ကွန်ပျူတာတွေ စုဆောင်းပေးထားတဲ့နေရာကို Self-access centre လို့ခေါ်ပါတယ်။"
"M2","Cards that feature individual words used for sentence building or matching games are:","Word cards","Realia","Authentic materials","စာကြောင်းတွေ တွဲဆက်ဖို့ သို့မဟုတ် ပုံတွေနဲ့ တွဲဖို့ စကားလုံး တစ်လုံးချင်းစီ ရေးထားတဲ့ ကတ်ပြားတွေကို Word cards လို့ခေါ်ပါတယ်။"
"M2","Giving students envelopes filled with cut-up words to arrange into a correct sentence uses:","Word cards","Realia","Authentic materials","စာကြောင်းတွေ တွဲဆက်ဖို့ သို့မဟုတ် ပုံတွေနဲ့ တွဲဖို့ စကားလုံး တစ်လုံးချင်းစီ ရေးထားတဲ့ ကတ်ပြားတွေကို Word cards လို့ခေါ်ပါတယ်။"
"M2","Identify the resource: Cards that feature individual words used for sentence building or matching games are:","Word cards","Realia","Authentic materials","စာကြောင်းတွေ တွဲဆက်ဖို့ သို့မဟုတ် ပုံတွေနဲ့ တွဲဖို့ စကားလုံး တစ်လုံးချင်းစီ ရေးထားတဲ့ ကတ်ပြားတွေကို Word cards လို့ခေါ်ပါတယ်။"
"M2","Using a physical dice and counters in class is typically for:","Communicative board games","Grammar-translation","Phonology drilling","အန်စာတုံး (Dice) နဲ့ နံပါတ်ပြား/အရုပ် (Counters) တွေကို သုံးတာဟာ စကားပြောလေ့ကျင့်တဲ့ Board games တွေမှာ ဖြစ်ပါတယ်။"
"M2","Which statement applies? Using a physical dice and counters in class is typically for:","Communicative board games","Grammar-translation","Phonology drilling","အန်စာတုံး (Dice) နဲ့ နံပါတ်ပြား/အရုပ် (Counters) တွေကို သုံးတာဟာ စကားပြောလေ့ကျင့်တဲ့ Board games တွေမှာ ဖြစ်ပါတယ်။"
"M2","Identify the resource: Using a physical dice and counters in class is typically for:","Communicative board games","Grammar-translation","Phonology drilling","အန်စာတုံး (Dice) နဲ့ နံပါတ်ပြား/အရုပ် (Counters) တွေကို သုံးတာဟာ စကားပြောလေ့ကျင့်တဲ့ Board games တွေမှာ ဖြစ်ပါတယ်။"
"M2","Teaching students how to find the stressed syllable of a word in a dictionary is an example of:","Dictionary skills training","Grammar practice","Extensive reading","အဘိဓာန်ကို ဘယ်လိုထိရောက်စွာ သုံးရမလဲ (ဥပမာ - အသံထွက်၊ Word class ရှာနည်း) ကို သင်ပေးတာဟာ Dictionary skills ပါ။"
"M2","Training students to look up words alphabetically and find the part of speech is called teaching:","Dictionary skills training","Grammar practice","Extensive reading","အဘိဓာန်ကို ဘယ်လိုထိရောက်စွာ သုံးရမလဲ (ဥပမာ - အသံထွက်၊ Word class ရှာနည်း) ကို သင်ပေးတာဟာ Dictionary skills ပါ။"
"M2","Identify the resource: Teaching students how to find the stressed syllable of a word in a dictionary is an example of:","Dictionary skills training","Grammar practice","Extensive reading","အဘိဓာန်ကို ဘယ်လိုထိရောက်စွာ သုံးရမလဲ (ဥပမာ - အသံထွက်၊ Word class ရှာနည်း) ကို သင်ပေးတာဟာ Dictionary skills ပါ။"
"M2","What does a phonemic transcription in a dictionary tell the learner?","How to pronounce the word correctly.","What the word translates to in their L1.","How to use the word in a sentence.","အဘိဓာန်ထဲက အသံထွက်သင်္ကေတ (Phonemic transcription) တွေဟာ စကားလုံးကို မှန်ကန်စွာ အသံထွက်တတ်ဖို့ ကူညီပေးပါတယ်။"
"M2","Which statement applies? The thing does a phonemic transcription in a dictionary tell the learner?","How to pronounce the word correctly.","What the word translates to in their L1.","How to use the word in a sentence.","အဘိဓာန်ထဲက အသံထွက်သင်္ကေတ (Phonemic transcription) တွေဟာ စကားလုံးကို မှန်ကန်စွာ အသံထွက်တတ်ဖို့ ကူညီပေးပါတယ်။"
"M2","Which concept is this? What does a phonemic transcription in a dictionary tell the learner?","How to pronounce the word correctly.","What the word translates to in their L1.","How to use the word in a sentence.","အဘိဓာန်ထဲက အသံထွက်သင်္ကေတ (Phonemic transcription) တွေဟာ စကားလုံးကို မှန်ကန်စွာ အသံထွက်တတ်ဖို့ ကူညီပေးပါတယ်။"
"M2","Which symbol in a dictionary usually indicates the primary stress in a word?","An apostrophe-like mark (') before the stressed syllable.","A comma (,)","A question mark (?)","အဘိဓာန်တွေမှာ အသံဖိရွတ်ရမယ့် အပိုင်း (Stressed syllable) ရဲ့ ရှေ့မှာ မျဉ်းတိုလေး (') ကို ပြသလေ့ရှိပါတယ်။"
"M2","Which statement applies? Which symbol in a dictionary usually indicates the primary stress in a word?","An apostrophe-like mark (') before the stressed syllable.","A comma (,)","A question mark (?)","အဘိဓာန်တွေမှာ အသံဖိရွတ်ရမယ့် အပိုင်း (Stressed syllable) ရဲ့ ရှေ့မှာ မျဉ်းတိုလေး (') ကို ပြသလေ့ရှိပါတယ်။"
"M2","Which concept is this? Which symbol in a dictionary usually indicates the primary stress in a word?","An apostrophe-like mark (') before the stressed syllable.","A comma (,)","A question mark (?)","အဘိဓာန်တွေမှာ အသံဖိရွတ်ရမယ့် အပိုင်း (Stressed syllable) ရဲ့ ရှေ့မှာ မျဉ်းတိုလေး (') ကို ပြသလေ့ရှိပါတယ်။"
"M2","Why should learners be encouraged to use learner dictionaries rather than standard native dictionaries?","Learner dictionaries use simpler defining vocabulary and provide examples.","Standard dictionaries are always wrong.","Learner dictionaries have no grammar information.","Learner dictionaries တွေက အဓိပ္ပာယ်ကို ရှင်းပြတဲ့အခါ လွယ်ကူတဲ့စကားလုံးတွေ သုံးထားပြီး ဥပမာစာကြောင်းတွေ ထည့်ပေးထားလို့ပါ။"
"M2","Dictionaries specifically designed for ESL students with clear, restricted defining vocabulary are:","Learner dictionaries use simpler defining vocabulary and provide examples.","Standard dictionaries are always wrong.","Learner dictionaries have no grammar information.","Learner dictionaries တွေက အဓိပ္ပာယ်ကို ရှင်းပြတဲ့အခါ လွယ်ကူတဲ့စကားလုံးတွေ သုံးထားပြီး ဥပမာစာကြောင်းတွေ ထည့်ပေးထားလို့ပါ။"
"M2","Which concept is this? Why should learners be encouraged to use learner dictionaries rather than standard native dictionaries?","Learner dictionaries use simpler defining vocabulary and provide examples.","Standard dictionaries are always wrong.","Learner dictionaries have no grammar information.","Learner dictionaries တွေက အဓိပ္ပာယ်ကို ရှင်းပြတဲ့အခါ လွယ်ကူတဲ့စကားလုံးတွေ သုံးထားပြီး ဥပမာစာကြောင်းတွေ ထည့်ပေးထားလို့ပါ။"
"M2","A major advantage of using a coursebook is that it:","Provides a structured syllabus and logical progression.","Is always perfectly suited to every student.","Prevents the teacher from planning.","ပြဋ္ဌာန်းစာအုပ် (Coursebook) သုံးခြင်းရဲ့ အဓိကအားသာချက်က အလွယ်ကနေ အခက်ကို စနစ်တကျ စီစဉ်ထားတဲ့ သင်ရိုးညွှန်းတမ်း ပါရှိခြင်းဖြစ်ပါတယ်။"
"M2","One reason teachers like coursebooks is because they offer a clear:","Provides a structured syllabus and logical progression.","Is always perfectly suited to every student.","Prevents the teacher from planning.","ပြဋ္ဌာန်းစာအုပ် (Coursebook) သုံးခြင်းရဲ့ အဓိကအားသာချက်က အလွယ်ကနေ အခက်ကို စနစ်တကျ စီစဉ်ထားတဲ့ သင်ရိုးညွှန်းတမ်း ပါရှိခြင်းဖြစ်ပါတယ်။"
"M2","Identify the resource: A major advantage of using a coursebook is that it:","Provides a structured syllabus and logical progression.","Is always perfectly suited to every student.","Prevents the teacher from planning.","ပြဋ္ဌာန်းစာအုပ် (Coursebook) သုံးခြင်းရဲ့ အဓိကအားသာချက်က အလွယ်ကနေ အခက်ကို စနစ်တကျ စီစဉ်ထားတဲ့ သင်ရိုးညွှန်းတမ်း ပါရှိခြင်းဖြစ်ပါတယ်။"
"M2","A disadvantage of strictly following a coursebook is that:","The topics might not be interesting or relevant to a specific group of learners.","It contains too much grammar.","It is too colorful.","ပြဋ္ဌာန်းစာအုပ်ထဲက ခေါင်းစဉ် (Topics) တွေဟာ ကိုယ့်ကျောင်းသားတွေရဲ့ စိတ်ဝင်စားမှုနဲ့ ကိုက်ညီချင်မှ ကိုက်ညီမှာ ဖြစ်ပါတယ်။"
"M2","Which statement applies? The disadvantage of strictly following a coursebook is that:","The topics might not be interesting or relevant to a specific group of learners.","It contains too much grammar.","It is too colorful.","ပြဋ္ဌာန်းစာအုပ်ထဲက ခေါင်းစဉ် (Topics) တွေဟာ ကိုယ့်ကျောင်းသားတွေရဲ့ စိတ်ဝင်စားမှုနဲ့ ကိုက်ညီချင်မှ ကိုက်ညီမှာ ဖြစ်ပါတယ်။"
"M2","Identify the resource: A disadvantage of strictly following a coursebook is that:","The topics might not be interesting or relevant to a specific group of learners.","It contains too much grammar.","It is too colorful.","ပြဋ္ဌာန်းစာအုပ်ထဲက ခေါင်းစဉ် (Topics) တွေဟာ ကိုယ့်ကျောင်းသားတွေရဲ့ စိတ်ဝင်စားမှုနဲ့ ကိုက်ညီချင်မှ ကိုက်ညီမှာ ဖြစ်ပါတယ်။"
"M2","Evaluating materials based on 'Cultural Appropriacy' means checking if they:","Are respectful and suitable for the learners' culture.","Are expensive.","Have a lot of authentic pictures.","သင်ခန်းစာထဲက အကြောင်းအရာတွေဟာ ကျောင်းသားတွေရဲ့ ယဉ်ကျေးမှု၊ ဘာသာရေးနဲ့ ကိုက်ညီမှုရှိ/မရှိ (Cultural Appropriacy) ကို စစ်ဆေးရပါမယ်။"
"M2","Which statement applies? Evaluating materials based on 'Cultural Theppropriacy' means checking if they:","Are respectful and suitable for the learners' culture.","Are expensive.","Have a lot of authentic pictures.","သင်ခန်းစာထဲက အကြောင်းအရာတွေဟာ ကျောင်းသားတွေရဲ့ ယဉ်ကျေးမှု၊ ဘာသာရေးနဲ့ ကိုက်ညီမှုရှိ/မရှိ (Cultural Appropriacy) ကို စစ်ဆေးရပါမယ်။"
"M2","Identify the resource: Evaluating materials based on 'Cultural Appropriacy' means checking if they:","Are respectful and suitable for the learners' culture.","Are expensive.","Have a lot of authentic pictures.","သင်ခန်းစာထဲက အကြောင်းအရာတွေဟာ ကျောင်းသားတွေရဲ့ ယဉ်ကျေးမှု၊ ဘာသာရေးနဲ့ ကိုက်ညီမှုရှိ/မရှိ (Cultural Appropriacy) ကို စစ်ဆေးရပါမယ်။"
"M2","Evaluating materials by looking at how visually appealing and professionally designed they are is checking:","Face validity / Presentation","Cultural appropriacy","Structural progression","စာအုပ်ရဲ့ ဒီဇိုင်း၊ ရုပ်ပုံနဲ့ အရည်အသွေး ကြည့်ကောင်းသလား ဆိုတာဟာ ကျောင်းသားတွေကို ဆွဲဆောင်နိုင်ဖို့ (Face validity) အရေးကြီးပါတယ်။"
"M2","If a book looks engaging, has good pictures, and feels professional, it has high:","Face validity / Presentation","Cultural appropriacy","Structural progression","စာအုပ်ရဲ့ ဒီဇိုင်း၊ ရုပ်ပုံနဲ့ အရည်အသွေး ကြည့်ကောင်းသလား ဆိုတာဟာ ကျောင်းသားတွေကို ဆွဲဆောင်နိုင်ဖို့ (Face validity) အရေးကြီးပါတယ်။"
"M2","Identify the resource: Evaluating materials by looking at how visually appealing and professionally designed they are is checking:","Face validity / Presentation","Cultural appropriacy","Structural progression","စာအုပ်ရဲ့ ဒီဇိုင်း၊ ရုပ်ပုံနဲ့ အရည်အသွေး ကြည့်ကောင်းသလား ဆိုတာဟာ ကျောင်းသားတွေကို ဆွဲဆောင်နိုင်ဖို့ (Face validity) အရေးကြီးပါတယ်။"
"M2","If a reading text has very dense paragraphs and no pictures, it lacks:","Visual support / White space","Realia","Authentic language","စာဖတ်ရလွယ်ကူအောင် ကွက်လပ် (White space) တွေ၊ ရုပ်ပုံ (Visual support) တွေ ပါဝင်ဖို့ လိုအပ်ပါတယ်။"
"M2","A text that is too crowded and hard to read needs more visual support and:","Visual support / White space","Realia","Authentic language","စာဖတ်ရလွယ်ကူအောင် ကွက်လပ် (White space) တွေ၊ ရုပ်ပုံ (Visual support) တွေ ပါဝင်ဖို့ လိုအပ်ပါတယ်။"
"M2","Identify the resource: If a reading text has very dense paragraphs and no pictures, it lacks:","Visual support / White space","Realia","Authentic language","စာဖတ်ရလွယ်ကူအောင် ကွက်လပ် (White space) တွေ၊ ရုပ်ပုံ (Visual support) တွေ ပါဝင်ဖို့ လိုအပ်ပါတယ်။"
"M2","Using a mobile phone app (like Kahoot or Quizlet) in the classroom is a way to:","Increase engagement through digital gamification.","Practice spelling only.","Omit the coursebook.","ခေတ်မီ Application တွေ သုံးခြင်းက ကျောင်းသားတွေကို ပျော်ရွှင်စွာ အင်္ဂလိပ်စာ သင်ယူချင်စိတ် (Engagement) မြင့်တက်စေပါတယ်။"
"M2","Which statement applies? Using a mobile phone app (like Kahoot or Quizlet) in the classroom is a way to:","Increase engagement through digital gamification.","Practice spelling only.","Omit the coursebook.","ခေတ်မီ Application တွေ သုံးခြင်းက ကျောင်းသားတွေကို ပျော်ရွှင်စွာ အင်္ဂလိပ်စာ သင်ယူချင်စိတ် (Engagement) မြင့်တက်စေပါတယ်။"
"M2","Identify the resource: Using a mobile phone app (like Kahoot or Quizlet) in the classroom is a way to:","Increase engagement through digital gamification.","Practice spelling only.","Omit the coursebook.","ခေတ်မီ Application တွေ သုံးခြင်းက ကျောင်းသားတွေကို ပျော်ရွှင်စွာ အင်္ဂလိပ်စာ သင်ယူချင်စိတ် (Engagement) မြင့်တက်စေပါတယ်။"
"M2","If a teacher wants to find out if the word 'research' is mostly used as a verb or a noun in academic writing, they should consult a:","Corpus","Bilingual dictionary","Graded reader","လူတွေတကယ်သုံးနေတဲ့ စာသား/စကားပြောတွေကို ကွန်ပျူတာနဲ့ စုဆောင်းထားပြီး ဘယ်စကားလုံးတွေ တွဲသုံးလေ့ရှိလဲ (Collocation) ကို ရှာကြည့်နိုင်တဲ့ စနစ်ကို Corpus လို့ခေါ်ပါတယ်။"
"M2","A teacher uses a song by a famous pop singer in class to practice listening. The song is an example of:","Authentic material","Supplementary grammar","Realia","ဘာသာစကားသင်ဖို့ ရည်ရွယ်ထုတ်ထားတာမဟုတ်ဘဲ လက်တွေ့ဘဝမှာ တကယ်သုံးဖို့ထုတ်ထားတဲ့ အရာတွေ (ဥပမာ - သီချင်း) ကို Authentic materials လို့ခေါ်ပါတယ်။"
"M2","When a teacher gives students the transcript of a listening track but removes the prepositions, they have created a:","Gap-fill using a tapescript","Corpus","Phonemic chart","နားထောင်ရတဲ့ အသံဖိုင် (Audio) ထဲက စကားပြောတွေကို စာသားအနေနဲ့ အတိအကျ ပြန်ရေးထားတာကို Tapescripts လို့ခေါ်ပါတယ်။ ၎င်းကို လေ့ကျင့်ခန်းအဖြစ် ပြောင်းလဲသုံးနိုင်ပါတယ်။"
"M2","A teacher finds the coursebook reading text boring. They find a similar article online and use it instead. This is:","Replacing","Omitting","Simplifying","ပြဋ္ဌာန်းစာအုပ်ပါ အကြောင်းအရာအစား သင့်လျော်တဲ့ တခြားအကြောင်းအရာနဲ့ အစားထိုးတာကို Replacing လို့ခေါ်ပါတယ်။"
"M2","To help visual learners understand the flow of a story, the teacher draws a series of pictures on the board. This is a:","Visual aid","Realia","Flashcard","သင်ခန်းစာကို ပိုမိုနားလည်လွယ်စေဖို့ သင်ပုန်းပေါ်မှာ ပုံဆွဲပြတာဟာ Visual aid အသုံးပြုခြင်းဖြစ်ပါတယ်။"
"M2","Using a physical object like a toy car to teach the word 'car' is better than translation because it:","Provides a direct link between the object and the English word.","Teaches spelling.","Is a form of extensive reading.","စာသင်ခန်းထဲကို ယူဆောင်လာတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถုအစစ်တွေကို Realia လို့ခေါ်ပါတယ်။ (အမြင်၊ အတွေ့အထိနဲ့ မှတ်မိစေပါတယ်)"
"M2","If a teacher writes vocabulary on the left side of the board and grammar on the right, they are:","Organizing the board space effectively.","Using a mind map.","Using a timeline.","Whiteboard ကို စနစ်တကျသုံးတတ်ဖို့ နေရာခွဲခြား (ဥပမာ - ဝေါဟာရအတွက် သီးသန့်၊ ရှင်းပြဖို့ သီးသန့်) အသုံးပြုသင့်ပါတယ်။"
"M2","A teacher asks students to look at a picture of a busy street and list all the nouns they see. The picture acts as a:","Visual prompt","Realia","Corpus","ပုံကိုကြည့်ပြီး စကားလုံးတွေ စဉ်းစားခိုင်းတာဟာ Visual prompt အသုံးပြုခြင်းဖြစ်ပါတယ်။"
"M2","Recording students while they do a speaking task and playing it back for them is a good way to:","Raise awareness of their own pronunciation and errors.","Make them angry.","Test their reading skills.","အသံဖမ်းစက်သုံးပြီး ကိုယ့်စကားပြောကို ပြန်နားထောင်ခိုင်းတာဟာ အမှားကို ကိုယ်တိုင်သိမြင်စေတဲ့ နည်းလမ်းကောင်းတစ်ခုပါ။"
"M2","A major benefit of Cuisenaire rods is that they:","Provide a physical, visual representation of abstract grammar structures.","Are very heavy.","Can only be used for teaching colors.","အရောင်နဲ့ အရှည်မတူတဲ့ သစ်သားတုံးလေးတွေကို သုံးပြီး စကားလုံးအစီအစဉ်၊ အသံဖိ/မဖိ (Stress) တွေကို သင်ပြတဲ့ကိရိယာကို Cuisenaire rods လို့ခေါ်ပါတယ်။"
"M2","A teacher wants students to work independently on their weakest skills. The best place to send them is the:","Self-access centre","Staff room","Playground","ကျောင်းသားတွေ ကိုယ့်ဘာသာ လွတ်လပ်စွာ လေ့လာနိုင်ဖို့ စာအုပ်တွေ၊ ကွန်ပျူတာတွေ စုဆောင်းပေးထားတဲ့နေရာကို Self-access centre လို့ခေါ်ပါတယ်။"
