"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M2","A syllabus organized around grammar points (e.g., Present Simple, then Past Simple) is a:","Structural syllabus","Functional syllabus","Topic-based syllabus","သဒ္ဒါစည်းမျဉ်း (Grammar structures) တွေကို အခြေခံပြီး အလွယ်ကနေ အခက်ကို အဆင့်ဆင့်စီစဉ်ထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A curriculum that lists grammar items progressively is known as a:","Structural syllabus","Functional syllabus","Topic-based syllabus","သဒ္ဒါစည်းမျဉ်း (Grammar structures) တွေကို အခြေခံပြီး အလွယ်ကနေ အခက်ကို အဆင့်ဆင့်စီစဉ်ထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","If a textbook's contents page lists 'Unit 1: Present Simple, Unit 2: Present Continuous', it follows a:","Structural syllabus","Functional syllabus","Topic-based syllabus","သဒ္ဒါစည်းမျဉ်း (Grammar structures) တွေကို အခြေခံပြီး အလွယ်ကနေ အခက်ကို အဆင့်ဆင့်စီစဉ်ထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A syllabus organized around uses of language (e.g., Apologizing, Requesting) is a:","Functional syllabus","Structural syllabus","Lexical syllabus","ဘာသာစကားကို လက်တွေ့ဘယ်လိုသုံးမလဲ (Functions - ဥပမာ တောင်းပန်ခြင်း၊ အကြံပေးခြင်း) ကို အခြေခံတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A curriculum based on communicative purposes (like asking for directions) is a:","Functional syllabus","Structural syllabus","Lexical syllabus","ဘာသာစကားကို လက်တွေ့ဘယ်လိုသုံးမလဲ (Functions - ဥပမာ တောင်းပန်ခြင်း၊ အကြံပေးခြင်း) ကို အခြေခံတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","If a textbook's contents page lists 'Unit 1: Giving Advice, Unit 2: Making Requests', it follows a:","Functional syllabus","Structural syllabus","Lexical syllabus","ဘာသာစကားကို လက်တွေ့ဘယ်လိုသုံးမလဲ (Functions - ဥပမာ တောင်းပန်ခြင်း၊ အကြံပေးခြင်း) ကို အခြေခံတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A syllabus organized around themes (e.g., Food, Travel, Technology) is a:","Topic-based syllabus","Structural syllabus","Functional syllabus","အကြောင်းအရာ ခေါင်းစဉ် (Topics - ဥပမာ အစားအစာ၊ ခရီးသွား) တွေကို အခြေခံပြီး ရေးဆွဲထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A curriculum built entirely around subjects like 'The Environment' or 'Hobbies' is a:","Topic-based syllabus","Structural syllabus","Functional syllabus","အကြောင်းအရာ ခေါင်းစဉ် (Topics - ဥပမာ အစားအစာ၊ ခရီးသွား) တွေကို အခြေခံပြီး ရေးဆွဲထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","Another perspective: A syllabus organized around themes (e.g., Food, Travel, Technology) is a:","Topic-based syllabus","Structural syllabus","Functional syllabus","အကြောင်းအရာ ခေါင်းစဉ် (Topics - ဥပမာ အစားအစာ၊ ခရီးသွား) တွေကို အခြေခံပြီး ရေးဆွဲထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A syllabus organized around high-frequency vocabulary and chunks is a:","Lexical syllabus","Topic-based syllabus","Structural syllabus","အသုံးများတဲ့ စကားလုံးတွေနဲ့ စကားလုံးအစုအဝေး (Lexical chunks) တွေကို အခြေခံပြီး ရေးဆွဲထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","A curriculum that prioritizes high-frequency vocabulary and collocations is a:","Lexical syllabus","Topic-based syllabus","Structural syllabus","အသုံးများတဲ့ စကားလုံးတွေနဲ့ စကားလုံးအစုအဝေး (Lexical chunks) တွေကို အခြေခံပြီး ရေးဆွဲထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","Another perspective: A syllabus organized around high-frequency vocabulary and chunks is a:","Lexical syllabus","Topic-based syllabus","Structural syllabus","အသုံးများတဲ့ စကားလုံးတွေနဲ့ စကားလုံးအစုအဝေး (Lexical chunks) တွေကို အခြေခံပြီး ရေးဆွဲထားတဲ့ သင်ရိုးညွှန်းတမ်း ဖြစ်ပါတယ်။"
"M2","Most modern coursebooks use a mix of structures, functions, and topics. This is called a:","Multi-strand syllabus","Pure structural syllabus","Single-strand syllabus","ခေတ်သစ်ပြဋ္ဌာန်းစာအုပ် အများစုက သဒ္ဒါ၊ လက်တွေ့အသုံးနဲ့ ခေါင်းစဉ်တွေကို ပေါင်းစပ်ထားတဲ့ Multi-strand syllabus ကို သုံးကြပါတယ်။"
"M2","A modern curriculum that blends grammar, functions, vocabulary, and skills is called a:","Multi-strand syllabus","Pure structural syllabus","Single-strand syllabus","ခေတ်သစ်ပြဋ္ဌာန်းစာအုပ် အများစုက သဒ္ဒါ၊ လက်တွေ့အသုံးနဲ့ ခေါင်းစဉ်တွေကို ပေါင်းစပ်ထားတဲ့ Multi-strand syllabus ကို သုံးကြပါတယ်။"
"M2","Another perspective: Most modern coursebooks use a mix of structures, functions, and topics. This is called a:","Multi-strand syllabus","Pure structural syllabus","Single-strand syllabus","ခေတ်သစ်ပြဋ္ဌာန်းစာအုပ် အများစုက သဒ္ဒါ၊ လက်တွေ့အသုံးနဲ့ ခေါင်းစဉ်တွေကို ပေါင်းစပ်ထားတဲ့ Multi-strand syllabus ကို သုံးကြပါတယ်။"
"M2","If an activity in the coursebook is too long for the lesson, the teacher can:","Omit part of it.","Make the students stay late.","Read the answers to them immediately.","ပြဋ္ဌာန်းစာအုပ်ပါ လေ့ကျင့်ခန်းက အချိန်မလောက်ဘူးဆိုရင် အချို့အပိုင်းတွေကို ချန်လှပ် (Omit) ထားခဲ့လို့ ရပါတယ်။"
"M2","If a teacher completely skips a reading passage in the coursebook because it is irrelevant, they:","Omit part of it.","Make the students stay late.","Read the answers to them immediately.","ပြဋ္ဌာန်းစာအုပ်ပါ လေ့ကျင့်ခန်းက အချိန်မလောက်ဘူးဆိုရင် အချို့အပိုင်းတွေကို ချန်လှပ် (Omit) ထားခဲ့လို့ ရပါတယ်။"
"M2","Another perspective: If an activity in the coursebook is too long for the lesson, the teacher can:","Omit part of it.","Make the students stay late.","Read the answers to them immediately.","ပြဋ္ဌာန်းစာအုပ်ပါ လေ့ကျင့်ခန်းက အချိန်မလောက်ဘူးဆိုရင် အချို့အပိုင်းတွေကို ချန်လှပ် (Omit) ထားခဲ့လို့ ရပါတယ်။"
"M2","If a coursebook text is culturally inappropriate for the learners, the best strategy is to:","Replace it with a more suitable text.","Teach it anyway.","Force the students to learn it.","ပြဋ္ဌာန်းစာအုပ်ပါ အကြောင်းအရာက ကျောင်းသားတွေရဲ့ ယဉ်ကျေးမှုနဲ့ မကိုက်ညီရင် သင့်လျော်တဲ့ တခြားအကြောင်းအရာနဲ့ အစားထိုး (Replace) သင့်ပါတယ်။"
"M2","If a teacher swaps a boring coursebook text for an interesting newspaper article, they:","Replace it with a more suitable text.","Teach it anyway.","Force the students to learn it.","ပြဋ္ဌာန်းစာအုပ်ပါ အကြောင်းအရာက ကျောင်းသားတွေရဲ့ ယဉ်ကျေးမှုနဲ့ မကိုက်ညီရင် သင့်လျော်တဲ့ တခြားအကြောင်းအရာနဲ့ အစားထိုး (Replace) သင့်ပါတယ်။"
"M2","Another perspective: If a coursebook text is culturally inappropriate for the learners, the best strategy is to:","Replace it with a more suitable text.","Teach it anyway.","Force the students to learn it.","ပြဋ္ဌာန်းစာအုပ်ပါ အကြောင်းအရာက ကျောင်းသားတွေရဲ့ ယဉ်ကျေးမှုနဲ့ မကိုက်ညီရင် သင့်လျော်တဲ့ တခြားအကြောင်းအရာနဲ့ အစားထိုး (Replace) သင့်ပါတယ်။"
"M2","When a teacher creates an extra worksheet because the coursebook didn't provide enough practice, this is:","Supplementing","Omitting","Replacing","ပြဋ္ဌာန်းစာအုပ်မှာ လေ့ကျင့်ခန်း မလုံလောက်တဲ့အခါ ပြင်ပက လေ့ကျင့်ခန်းတွေ ထပ်ဖြည့်ပြီး သင်တာကို Supplementing လို့ခေါ်ပါတယ်။"
"M2","If a teacher brings in an extra YouTube video because the coursebook lacked listening practice, this is:","Supplementing","Omitting","Replacing","ပြဋ္ဌာန်းစာအုပ်မှာ လေ့ကျင့်ခန်း မလုံလောက်တဲ့အခါ ပြင်ပက လေ့ကျင့်ခန်းတွေ ထပ်ဖြည့်ပြီး သင်တာကို Supplementing လို့ခေါ်ပါတယ်။"
"M2","Another perspective: When a teacher creates an extra worksheet because the coursebook didn't provide enough practice, this is:","Supplementing","Omitting","Replacing","ပြဋ္ဌာန်းစာအုပ်မှာ လေ့ကျင့်ခန်း မလုံလောက်တဲ့အခါ ပြင်ပက လေ့ကျင့်ခန်းတွေ ထပ်ဖြည့်ပြီး သင်တာကို Supplementing လို့ခေါ်ပါတယ်။"
"M2","Changing the rules of a coursebook game to make it more competitive for teenagers is an example of:","Adapting","Omitting","Supplementing","မူလပါရှိတဲ့ လေ့ကျင့်ခန်းကို ကျောင်းသားတွေနဲ့ ပိုကိုက်ညီအောင် ပုံစံပြောင်းလဲ အသုံးပြုတာကို Adapting လို့ခေါ်ပါတယ်။"
"M2","If a teacher modifies a standard coursebook exercise into a competitive team game, this is:","Adapting","Omitting","Supplementing","မူလပါရှိတဲ့ လေ့ကျင့်ခန်းကို ကျောင်းသားတွေနဲ့ ပိုကိုက်ညီအောင် ပုံစံပြောင်းလဲ အသုံးပြုတာကို Adapting လို့ခေါ်ပါတယ်။"
"M2","Another perspective: Changing the rules of a coursebook game to make it more competitive for teenagers is an example of:","Adapting","Omitting","Supplementing","မူလပါရှိတဲ့ လေ့ကျင့်ခန်းကို ကျောင်းသားတွေနဲ့ ပိုကိုက်ညီအောင် ပုံစံပြောင်းလဲ အသုံးပြုတာကို Adapting လို့ခေါ်ပါတယ်။"
"M2","Why is formal lesson planning less detailed for highly experienced teachers?","They internalize the routines and anticipate problems naturally.","They don't care about their students.","They only teach structural syllabuses.","အတွေ့အကြုံများတဲ့ ဆရာတွေဟာ သင်ကြားမှုအဆင့်ဆင့်နဲ့ ကြုံလာနိုင်တဲ့ အခက်အခဲတွေကို အလိုလို သိမြင်နေပြီးဖြစ်လို့ အသေးစိတ်ရေးလေ့မရှိပါဘူး။"
"M2","Consider this scenario: Why is formal lesson planning less detailed for highly experienced teachers?","They internalize the routines and anticipate problems naturally.","They don't care about their students.","They only teach structural syllabuses.","အတွေ့အကြုံများတဲ့ ဆရာတွေဟာ သင်ကြားမှုအဆင့်ဆင့်နဲ့ ကြုံလာနိုင်တဲ့ အခက်အခဲတွေကို အလိုလို သိမြင်နေပြီးဖြစ်လို့ အသေးစိတ်ရေးလေ့မရှိပါဘူး။"
"M2","Which statement best describes the concept? Why is formal lesson planning less detailed for highly experienced teachers?","They internalize the routines and anticipate problems naturally.","They don't care about their students.","They only teach structural syllabuses.","အတွေ့အကြုံများတဲ့ ဆရာတွေဟာ သင်ကြားမှုအဆင့်ဆင့်နဲ့ ကြုံလာနိုင်တဲ့ အခက်အခဲတွေကို အလိုလို သိမြင်နေပြီးဖြစ်လို့ အသေးစိတ်ရေးလေ့မရှိပါဘူး။"
"M2","How can a teacher check if the main aim of a grammar lesson was achieved?","By analyzing the students' performance in the freer practice stage.","By seeing if they smiled during the warmer.","By giving them a placement test.","သဒ္ဒါသင်ခန်းစာရဲ့ ရည်ရွယ်ချက်အောင်မြင်မှု ရှိ/မရှိကို Freer practice အဆင့်မှာ ကျောင်းသားတွေ ဘယ်လောက် မှန်ကန်စွာ သုံးနိုင်လဲဆိုတာကြည့်ပြီး အကဲဖြတ်နိုင်ပါတယ်။"
"M2","Consider this scenario: How can a teacher check if the main aim of a grammar lesson was achieved?","By analyzing the students' performance in the freer practice stage.","By seeing if they smiled during the warmer.","By giving them a placement test.","သဒ္ဒါသင်ခန်းစာရဲ့ ရည်ရွယ်ချက်အောင်မြင်မှု ရှိ/မရှိကို Freer practice အဆင့်မှာ ကျောင်းသားတွေ ဘယ်လောက် မှန်ကန်စွာ သုံးနိုင်လဲဆိုတာကြည့်ပြီး အကဲဖြတ်နိုင်ပါတယ်။"
"M2","Which statement best describes the concept? How can a teacher check if the main aim of a grammar lesson was achieved?","By analyzing the students' performance in the freer practice stage.","By seeing if they smiled during the warmer.","By giving them a placement test.","သဒ္ဒါသင်ခန်းစာရဲ့ ရည်ရွယ်ချက်အောင်မြင်မှု ရှိ/မရှိကို Freer practice အဆင့်မှာ ကျောင်းသားတွေ ဘယ်လောက် မှန်ကန်စွာ သုံးနိုင်လဲဆိုတာကြည့်ပြီး အကဲဖြတ်နိုင်ပါတယ်။"
"M2","Continuous checking of understanding during the presentation stage is a form of:","Formative assessment","Summative assessment","Diagnostic testing","သင်ခန်းစာသင်နေစဉ်အတွင်း ကျောင်းသားတွေ နားလည်မှုရှိမရှိ အမြဲစစ်ဆေး အကဲဖြတ်နေတာဟာ Formative assessment ဖြစ်ပါတယ်။"
"M2","Consider this scenario: Continuous checking of understanding during the presentation stage is a form of:","Formative assessment","Summative assessment","Diagnostic testing","သင်ခန်းစာသင်နေစဉ်အတွင်း ကျောင်းသားတွေ နားလည်မှုရှိမရှိ အမြဲစစ်ဆေး အကဲဖြတ်နေတာဟာ Formative assessment ဖြစ်ပါတယ်။"
"M2","Another perspective: Continuous checking of understanding during the presentation stage is a form of:","Formative assessment","Summative assessment","Diagnostic testing","သင်ခန်းစာသင်နေစဉ်အတွင်း ကျောင်းသားတွေ နားလည်မှုရှိမရှိ အမြဲစစ်ဆေး အကဲဖြတ်နေတာဟာ Formative assessment ဖြစ်ပါတယ်။"
"M2","Using a Concept Checking Question (CCQ) allows the teacher to:","Assess understanding instantly without waiting for a written test.","Check spelling.","Evaluate reading speed.","Concept Checking Question (CCQ) ဟာ ကျောင်းသားတွေ တကယ်နားလည်သလားဆိုတာကို ချက်ချင်း စစ်ဆေးနိုင်တဲ့ နည်းလမ်းဖြစ်ပါတယ်။"
"M2","Consider this scenario: Using a Concept Checking Question (CCQ) allows the teacher to:","Assess understanding instantly without waiting for a written test.","Check spelling.","Evaluate reading speed.","Concept Checking Question (CCQ) ဟာ ကျောင်းသားတွေ တကယ်နားလည်သလားဆိုတာကို ချက်ချင်း စစ်ဆေးနိုင်တဲ့ နည်းလမ်းဖြစ်ပါတယ်။"
"M2","Another perspective: Using a Concept Checking Question (CCQ) allows the teacher to:","Assess understanding instantly without waiting for a written test.","Check spelling.","Evaluate reading speed.","Concept Checking Question (CCQ) ဟာ ကျောင်းသားတွေ တကယ်နားလည်သလားဆိုတာကို ချက်ချင်း စစ်ဆေးနိုင်တဲ့ နည်းလမ်းဖြစ်ပါတယ်။"
"M2","If a teacher notices students are struggling with an activity in the middle of a lesson, they should:","Be flexible and adapt the lesson plan immediately.","Stick strictly to the lesson plan timings.","Stop the class and send them home.","သင်ခန်းစာအလယ်မှာ ကျောင်းသားတွေ အခက်အခဲဖြစ်နေတာ တွေ့ရင် သင်ခန်းစာအစီအစဉ်ကို ချက်ချင်း ပြောင်းလဲညှိနှိုင်းနိုင်တဲ့ ပြောင်းလွယ်ပြင်လွယ်မှု (Flexibility) ရှိရပါမယ်။"
"M2","Consider this scenario: If a teacher notices students are struggling with an activity in the middle of a lesson, they should:","Be flexible and adapt the lesson plan immediately.","Stick strictly to the lesson plan timings.","Stop the class and send them home.","သင်ခန်းစာအလယ်မှာ ကျောင်းသားတွေ အခက်အခဲဖြစ်နေတာ တွေ့ရင် သင်ခန်းစာအစီအစဉ်ကို ချက်ချင်း ပြောင်းလဲညှိနှိုင်းနိုင်တဲ့ ပြောင်းလွယ်ပြင်လွယ်မှု (Flexibility) ရှိရပါမယ်။"
"M2","Another perspective: If a teacher notices students are struggling with an activity in the middle of a lesson, they should:","Be flexible and adapt the lesson plan immediately.","Stick strictly to the lesson plan timings.","Stop the class and send them home.","သင်ခန်းစာအလယ်မှာ ကျောင်းသားတွေ အခက်အခဲဖြစ်နေတာ တွေ့ရင် သင်ခန်းစာအစီအစဉ်ကို ချက်ချင်း ပြောင်းလဲညှိနှိုင်းနိုင်တဲ့ ပြောင်းလွယ်ပြင်လွယ်မှု (Flexibility) ရှိရပါမယ်။"
"M2","Reflecting on a lesson after it is finished helps a teacher to:","Plan better future lessons and develop professionally.","Change the students' past grades.","Forget about anticipated problems.","သင်ခန်းစာအပြီးမှာ ပြန်လည်သုံးသပ်ခြင်း (Reflection) ဟာ နောင်သင်ခန်းစာတွေကို ပိုမိုကောင်းမွန်အောင် ပြင်ဆင်နိုင်ဖို့ အထောက်အကူပြုပါတယ်။"
"M2","Consider this scenario: Reflecting on a lesson after it is finished helps a teacher to:","Plan better future lessons and develop professionally.","Change the students' past grades.","Forget about anticipated problems.","သင်ခန်းစာအပြီးမှာ ပြန်လည်သုံးသပ်ခြင်း (Reflection) ဟာ နောင်သင်ခန်းစာတွေကို ပိုမိုကောင်းမွန်အောင် ပြင်ဆင်နိုင်ဖို့ အထောက်အကူပြုပါတယ်။"
"M2","Another perspective: Reflecting on a lesson after it is finished helps a teacher to:","Plan better future lessons and develop professionally.","Change the students' past grades.","Forget about anticipated problems.","သင်ခန်းစာအပြီးမှာ ပြန်လည်သုံးသပ်ခြင်း (Reflection) ဟာ နောင်သင်ခန်းစာတွေကို ပိုမိုကောင်းမွန်အောင် ပြင်ဆင်နိုင်ဖို့ အထောက်အကူပြုပါတယ်။"
"M2","Which of the following is written as a clear learner outcome?","By the end of the lesson, learners will be able to order food in a restaurant.","I will teach them restaurant words.","The coursebook unit 4.","ကျောင်းသားတွေ သင်ခန်းစာအပြီးမှာ တကယ်လုပ်နိုင်လာမယ့် အရာ (Learner outcome) ကို ရှင်းလင်းစွာ ရေးသားထားခြင်း ဖြစ်ပါတယ်။"
"M2","Consider this scenario: Which of the following is written as a clear learner outcome?","By the end of the lesson, learners will be able to order food in a restaurant.","I will teach them restaurant words.","The coursebook unit 4.","ကျောင်းသားတွေ သင်ခန်းစာအပြီးမှာ တကယ်လုပ်နိုင်လာမယ့် အရာ (Learner outcome) ကို ရှင်းလင်းစွာ ရေးသားထားခြင်း ဖြစ်ပါတယ်။"
"M2","Which statement best describes the concept? Which of the following is written as a clear learner outcome?","By the end of the lesson, learners will be able to order food in a restaurant.","I will teach them restaurant words.","The coursebook unit 4.","ကျောင်းသားတွေ သင်ခန်းစာအပြီးမှာ တကယ်လုပ်နိုင်လာမယ့် အရာ (Learner outcome) ကို ရှင်းလင်းစွာ ရေးသားထားခြင်း ဖြစ်ပါတယ်။"
"M2","A teacher writes: 'To give students practice in listening for specific information'. This is a:","Main aim","Timetable fit","Personal aim","သင်ခန်းစာရဲ့ အဓိက သင်ကြားချင်တဲ့ အရာကို ဖော်ပြထားလို့ ဒါဟာ Main aim ဖြစ်ပါတယ်။"
"M2","Consider this scenario: A teacher writes: 'To give students practice in listening for specific information'. This is a:","Main aim","Timetable fit","Personal aim","သင်ခန်းစာရဲ့ အဓိက သင်ကြားချင်တဲ့ အရာကို ဖော်ပြထားလို့ ဒါဟာ Main aim ဖြစ်ပါတယ်။"
"M2","The ultimate goal for student achievement in a single lesson block is the:","Main aim","Timetable fit","Personal aim","သင်ခန်းစာရဲ့ အဓိက သင်ကြားချင်တဲ့ အရာကို ဖော်ပြထားလို့ ဒါဟာ Main aim ဖြစ်ပါတယ်။"
"M2","What is an assumption a teacher might make for a lesson on the past perfect tense?","Students already have a good understanding of the past simple tense.","Students have never spoken English before.","The school will close early today.","Past perfect မသင်ခင် ကျောင်းသားတွေ Past simple ကို သိပြီးဖြစ်မယ်လို့ ကြိုတင်ယူဆထားတာ (Assumption) ဟာ ယုတ္တိရှိပါတယ်။"
"M2","Consider this scenario: What is an assumption a teacher might make for a lesson on the past perfect tense?","Students already have a good understanding of the past simple tense.","Students have never spoken English before.","The school will close early today.","Past perfect မသင်ခင် ကျောင်းသားတွေ Past simple ကို သိပြီးဖြစ်မယ်လို့ ကြိုတင်ယူဆထားတာ (Assumption) ဟာ ယုတ္တိရှိပါတယ်။"
"M2","Which statement best describes the concept? What is an assumption a teacher might make for a lesson on the past perfect tense?","Students already have a good understanding of the past simple tense.","Students have never spoken English before.","The school will close early today.","Past perfect မသင်ခင် ကျောင်းသားတွေ Past simple ကို သိပြီးဖြစ်မယ်လို့ ကြိုတင်ယူဆထားတာ (Assumption) ဟာ ယုတ္တိရှိပါတယ်။"
"M2","Which of these is a typical anticipated problem for a pronunciation lesson?","Students might struggle with the /th/ sound.","The whiteboard might be dirty.","The students might forget their pens.","အသံထွက်သင်ခန်းစာမှာ ကျောင်းသားတွေ တိကျတဲ့အသံထွက်တစ်ခု (ဥပမာ /th/) ကို အခက်တွေ့နိုင်တယ်လို့ ကြိုတွေးထားတာ (Anticipated problem) ဖြစ်ပါတယ်။"
"M2","Consider this scenario: Which of these is a typical anticipated problem for a pronunciation lesson?","Students might struggle with the /th/ sound.","The whiteboard might be dirty.","The students might forget their pens.","အသံထွက်သင်ခန်းစာမှာ ကျောင်းသားတွေ တိကျတဲ့အသံထွက်တစ်ခု (ဥပမာ /th/) ကို အခက်တွေ့နိုင်တယ်လို့ ကြိုတွေးထားတာ (Anticipated problem) ဖြစ်ပါတယ်။"
"M2","Which statement best describes the concept? Which of these is a typical anticipated problem for a pronunciation lesson?","Students might struggle with the /th/ sound.","The whiteboard might be dirty.","The students might forget their pens.","အသံထွက်သင်ခန်းစာမှာ ကျောင်းသားတွေ တိကျတဲ့အသံထွက်တစ်ခု (ဥပမာ /th/) ကို အခက်တွေ့နိုင်တယ်လို့ ကြိုတွေးထားတာ (Anticipated problem) ဖြစ်ပါတယ်။"
"M2","Writing 'I will model the sound clearly and do choral drilling' is an example of a:","Solution to an anticipated problem","Personal aim","Lead-in","ကြိုတွေးထားတဲ့ အခက်အခဲကို ဖြေရှင်းဖို့ ကြိုတင်ပြင်ဆင်ထားတဲ့ ဖြေရှင်းနည်း (Solution) ဖြစ်ပါတယ်။"
"M2","Consider this scenario: Writing 'I will model the sound clearly and do choral drilling' is an example of a:","Solution to an anticipated problem","Personal aim","Lead-in","ကြိုတွေးထားတဲ့ အခက်အခဲကို ဖြေရှင်းဖို့ ကြိုတင်ပြင်ဆင်ထားတဲ့ ဖြေရှင်းနည်း (Solution) ဖြစ်ပါတယ်။"
"M2","Another perspective: Writing 'I will model the sound clearly and do choral drilling' is an example of a:","Solution to an anticipated problem","Personal aim","Lead-in","ကြိုတွေးထားတဲ့ အခက်အခဲကို ဖြေရှင်းဖို့ ကြိုတင်ပြင်ဆင်ထားတဲ့ ဖြေရှင်းနည်း (Solution) ဖြစ်ပါတယ်။"
"M2","Planning exactly how long each stage of the lesson will take is called:","Timing","Interaction","Assumptions","သင်ခန်းစာရဲ့ အဆင့်တစ်ခုစီအတွက် အချိန်ဘယ်လောက်ပေးမလဲဆိုတာ ကြိုတင်ခွဲဝေ သတ်မှတ်တာကို Timing လို့ခေါ်ပါတယ်။"
"M2","Allocating specific minutes to each stage in the lesson plan is known as:","Timing","Interaction","Assumptions","သင်ခန်းစာရဲ့ အဆင့်တစ်ခုစီအတွက် အချိန်ဘယ်လောက်ပေးမလဲဆိုတာ ကြိုတင်ခွဲဝေ သတ်မှတ်တာကို Timing လို့ခေါ်ပါတယ်။"
"M2","Another perspective: Planning exactly how long each stage of the lesson will take is called:","Timing","Interaction","Assumptions","သင်ခန်းစာရဲ့ အဆင့်တစ်ခုစီအတွက် အချိန်ဘယ်လောက်ပေးမလဲဆိုတာ ကြိုတင်ခွဲဝေ သတ်မှတ်တာကို Timing လို့ခေါ်ပါတယ်။"
"M2","Why is it useful to have a 'reserve activity' in a lesson plan?","In case the planned activities take less time than expected.","To punish students who finish early.","To replace the main aim.","မျှော်မှန်းထားတာထက် စောပြီး သင်ခန်းစာပြီးသွားရင် ဆက်လုပ်ဖို့ အရန်လေ့ကျင့်ခန်း (Reserve activity) ကို အမြဲထည့်သွင်း စဉ်းစားသင့်ပါတယ်။"
"M2","An extra activity prepared just in case the main lesson finishes faster than expected is called a:","In case the planned activities take less time than expected.","To punish students who finish early.","To replace the main aim.","မျှော်မှန်းထားတာထက် စောပြီး သင်ခန်းစာပြီးသွားရင် ဆက်လုပ်ဖို့ အရန်လေ့ကျင့်ခန်း (Reserve activity) ကို အမြဲထည့်သွင်း စဉ်းစားသင့်ပါတယ်။"
"M2","Which statement best describes the concept? Why is it useful to have a 'reserve activity' in a lesson plan?","In case the planned activities take less time than expected.","To punish students who finish early.","To replace the main aim.","မျှော်မှန်းထားတာထက် စောပြီး သင်ခန်းစာပြီးသွားရင် ဆက်လုပ်ဖို့ အရန်လေ့ကျင့်ခန်း (Reserve activity) ကို အမြဲထည့်သွင်း စဉ်းစားသင့်ပါတယ်။"
"M2","When writing a lesson plan, the term 'Realia' refers to:","Real-life objects brought into the classroom.","A grammar book.","The teacher's personal notes.","စာသင်ခန်းထဲကို ယူလာပြီး အသုံးပြုတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถု (ဥပမာ - ပန်းသီးအစစ်၊ လက်မှတ်အစစ်) တွေကို Realia လို့ခေါ်ပါတယ်။"
"M2","Consider this scenario: When writing a lesson plan, the term 'Realia' refers to:","Real-life objects brought into the classroom.","A grammar book.","The teacher's personal notes.","စာသင်ခန်းထဲကို ယူလာပြီး အသုံးပြုတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถု (ဥပမာ - ပန်းသီးအစစ်၊ လက်မှတ်အစစ်) တွေကို Realia လို့ခေါ်ပါတယ်။"
"M2","Another perspective: When writing a lesson plan, the term 'Realia' refers to:","Real-life objects brought into the classroom.","A grammar book.","The teacher's personal notes.","စာသင်ခန်းထဲကို ယူလာပြီး အသုံးပြုတဲ့ လက်တွေ့ပြင်ပက အရာဝတ္ถု (ဥပမာ - ပန်းသီးအစစ်၊ လက်မှတ်အစစ်) တွေကို Realia လို့ခေါ်ပါတယ်။"
"M2","Planning to use a visual timeline on the board is a way to:","Clarify meaning during the presentation stage.","Test their speaking fluency.","Organize group work.","အချိန်ကာလပြ မျဉ်းကြောင်း (Timeline) ဟာ သဒ္ဒါရဲ့ အဓိပ္ပာယ်ကို ရှင်းလင်းစွာ မြင်သာအောင် ပြသနိုင်တဲ့ နည်းလမ်းကောင်းဖြစ်ပါတယ်။"
"M2","Consider this scenario: Planning to use a visual timeline on the board is a way to:","Clarify meaning during the presentation stage.","Test their speaking fluency.","Organize group work.","အချိန်ကာလပြ မျဉ်းကြောင်း (Timeline) ဟာ သဒ္ဒါရဲ့ အဓိပ္ပာယ်ကို ရှင်းလင်းစွာ မြင်သာအောင် ပြသနိုင်တဲ့ နည်းလမ်းကောင်းဖြစ်ပါတယ်။"
"M2","Another perspective: Planning to use a visual timeline on the board is a way to:","Clarify meaning during the presentation stage.","Test their speaking fluency.","Organize group work.","အချိန်ကာလပြ မျဉ်းကြောင်း (Timeline) ဟာ သဒ္ဒါရဲ့ အဓိပ္ပာယ်ကို ရှင်းလင်းစွာ မြင်သာအောင် ပြသနိုင်တဲ့ နည်းလမ်းကောင်းဖြစ်ပါတယ်။"
