"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M3","When explaining a grammar rule on the board, the teacher should position themselves to:","Ensure all students have an unobstructed view of the board.","Block the board completely.","Stand in the back corner.","သဒ္ဒါ ရှင်းပြချိန်တွင် ကျောင်းသား အားလုံး သင်ပုန်းကို ရှင်းလင်းစွာ မြင်တွေ့နိုင်သော နေရာတွင် ရပ်တည်ရပါမည်။"
"M3","Sitting on the edge of a desk during a relaxed group discussion can help to create a:","Casual and approachable atmosphere.","Strict examination environment.","Noisy atmosphere.","ဆွေးနွေးပွဲများတွင် ခပ်လျော့လျော့ ထိုင်ပြခြင်းက ရင်းနှီး သက်တောင့်သက်သာ ရှိသော အခင်းအကျင်းကို ဖန်တီးပေးပါတယ်။"
"M3","If a student usually uses past tense correctly, but says 'I buyed' once when tired, this is a:","Slip / Mistake","Systematic Error","L1 interference","သိပြီးသား သဒ္ဒါကို မတော်တဆ မေ့လျော့ မှားယွင်းခြင်းကို Slip / Mistake လို့ ခေါ်ပါတယ်။"
"M3","If a student consistently uses 'He go' in every essay despite correction, this indicates a:","Systematic Error (lack of knowledge or rule internalization)","Slip","Typo","သဒ္ဒါ စည်းမျဉ်းကို တကယ် နားမလည်သေးဘဲ ခိါနဆ တူ မှားယွင်းနေခြင်းကို Systematic Error လို့ ခေါ်ပါတယ်။"
"M3","A 'slip' is best corrected through:","Prompting for self-correction.","Full re-teaching of the unit.","Ignoring forever.","Slip မျိုးကို အရိပ်အမြွက်ပြ၍ ကိုယ်တိုင် ပြန်ပြင်စေခြင်း (Self-correction) က အထိရောက်ဆုံး ဖြစ်ပါတယ်။"
"M3","When a teacher switches from formal grammatical terms with adults to simple everyday language with young learners, they are adjusting their:","Register / Language level","Pronunciation accent","Handwriting","သင်ယူသူ၏ အသက်အရွယ်/အဆင့်ပေါ် မူတည်၍ စကားပြော ပုံစံ လိုက်လျောညီထွေ ပြောင်းလဲခြင်းကို Adjusting register လို့ ခေါ်ပါတယ်။"
"M3","Using polite, encouraging phrases like 'Could you try again, please?' maintains a positive classroom:","Climate / Atmosphere","Syllabus design","Exam score","ယဉ်ကျေး ဧချိုသာသော စကားလုံးများ သုံးစွဲခြင်းက စာသင်ခန်းတွင်း အပြုသဘောဆောင်သော အခင်းအကျင်း (Positive climate) ကို ဖန်တီးပေးပါတယ်။"
"M3","Avoiding complex meta-language (e.g. 'uncountable post-modifier') with Elementary students is an example of:","Appropriate language grading","Lack of knowledge","L1 translation","အခြေခံအဆင့် ကျောင်းသားများအား ခက်ခဲသော သဒ္ဒါ ဝေါဟာရများ ရှောင်ကြဉ်ပြီး ရှင်းပြခြင်းသည် Appropriate language grading ဖြစ်ပါတယ်။"
"M3","If two students in a pair are arguing and refusing to work together, the teacher should:","Quietly change their partners without making a public scene.","Cancel the activity for everyone.","Scream at them.","အဆင်မပြေသော အတွဲများကို လူမသိအောင် တိတ်တဆိတ် အေးဆေးစွာ တွဲဖက် ပြောင်းလဲပေးရပါမည်။"
"M3","To ensure students work with different classmates throughout the term, the teacher should use:","Dynamic grouping / Partner rotation techniques.","Fixed seats forever.","Alphabetical seating always.","ကျောင်းသားများ အချင်းချင်း ရင်းနှီးစေရန် အမြဲတမ်း တွဲဖက်များကို လဲလှယ်ပေးသော Dynamic grouping သုံးသင့်ပါတယ်။"
"M3","When pairing a strong student with a weaker student, the strong student often acts as a:","Peer supporter / Model","Teacher substitute examiner","L1 translator only","တော်သော ကျောင်းသားနှင့် အားနည်းသော ကျောင်းသား တွဲပေးခြင်းဖြင့် Peer supporter အဖြစ် ကူညီနိုင်စေပါတယ်။"
"M3","In a group of 4, assigning roles like 'Timekeeper', 'Scribe', and 'Presenter' helps to ensure:","Equal participation and clear accountability.","That only 1 person does all the work.","Classroom noise.","အုပ်စုလိုက် လှုပ်ရှားမှုများတွင် တာဝန်များ ခွဲဝေပေးခြင်းက ကျောင်းသားတိုင်း မျှတစွာ ပါဝင်လာစေပါတယ်။"
"M3","What is the optimal group size for a communicative speaking discussion in ELT?","3 to 4 students","12 to 15 students","20 students","စကားပြော ဆွေးနွေးပွဲများအတွက် အကောင်းဆုံး အုပ်စု အရွယ်အစားမှာ ၃ ဦးမှ ၄ ဦး ထိ ဖြစ်ပါတယ်။"
"M3","If one student in a group is quiet and shy, the assigned group leader should be trained to:","Invite their opinion directly ('What do you think, Mary?')","Ignore the shy student.","Speak for them.","အုပ်စု ခေါင်းဆောင်အား ရှက်တတ်သော သူများကို မေးခွန်းမေး၍ ပါဝင်လာအောင် ဆွဲခေါ်တတ်ရန် အလေ့အကျင့် ပေးထားရပါမည်။"
"M3","A scoring grid that explicitly lists criteria (e.g., Fluency, Grammar, Vocabulary) for a speaking test is a:","Rubric","Lesson plan","Syllabus","အကဲဖြတ် စာမေးပွဲများတွင် စံနှုန်းများ တိကျစွာ သတ်မှတ်ထားသော စယးဇယားကို Rubric လို့ ခေါ်ပါတယ်။"
"M3","Providing a marking rubric to students BEFORE a writing task helps them to:","Understand expectations and self-evaluate their work.","Cheat on the exam.","Skip writing.","လေ့ကျင့်ခန်း မစမီ Rubric ကို ပေးထားခြင်းဖြင့် ကျောင်းသားများသည် မျှော်မှန်းချက်များကို နားလည်ကာ ကိုယ်တိုင် ပြန်လည် စစ်ဆေးနိုင်ပါတယ်။"
"M3","A rubric with levels like 'Beginning', 'Intermediate', 'Advanced' provides:","Differentiated constructive evaluation.","A single pass/fail grade.","No information.","Rubric သုံးခြင်းက တိုးတက်မှု အဆင့်ဆင့်ကို အသေးစိတ် အကဲဖြတ် အကြံပြုနိုင်စေပါတယ်။"
"M3","At the end of a lesson, the teacher asks each student to write down 1 thing they learned and hand it in. This is an:","Exit ticket","Entrance quiz","Placement test","သင်ခန်းစာ အပြီးတွင် တတ်မြောက်ခဲ့သော အချက်တစ်ခုကို ရေးသား စာရွက်ပေးခဲ့ရခြင်းကို Exit ticket လို့ ခေါ်ပါတယ်။"
"M3","Exit tickets are a quick and effective tool for:","Formative assessment to check lesson comprehension.","Summative grading.","Punishing slow learners.","Exit ticket များသည် ဒီနေ့ သင်ခန်းစာကို ကျောင်းသားများ မည်မျှ နားလည်သည်ကို ချက်ချင်း အကဲဖြတ်နိုင်သော Formative tool ဖြစ်ပါတယ်။"
"M3","A teacher uses information from exit tickets to:","Plan or adjust the start of the next lesson.","Print certificates.","Report to parents immediately.","Exit ticket မှ ရရှိသော အချက်အလက်များကို အခြေခံ၍ နောက်နေ့ သင်ခန်းစာ ပြင်ဆင်မှုကို လိုက်လျောညီထွေ ပြောင်းလဲနိုင်ပါတယ်။"
"M3","Saying 'Good effort, but pay attention to your past tense verbs' combines:","Praise with constructive feedback","Pure punishment","Summative judgment","ကြိုးစားမှုကို ချီးကျူးပြီး ပြင်ဆင်ရန် အချက်ကို ထောက်ပြခြင်းသည် Praise with constructive feedback ဖြစ်ပါတယ်။"
"M3","Over-praising incorrect language performance can lead to:","Fossilization of errors (learners think wrong language is correct).","Instant fluency.","Better spelling.","အမှားများကို မဆင်မခြင် လွန်ကဲစွာ ချီးကျူးပါက ကျောင်းသားများသည် မှားယွင်းသော သဒ္ဒါကို အမှန်ဟု ထင်မှတ်သွားနိုင်ပါတယ်။ (Fossilization)"
"M3","Effective teacher feedback should always be:","Specific, actionable, and encouraging.","Vague and negative.","Given only in L1.","ထိရောက်သော Feedback သည် တိကျရမည်၊ လက်တွေ့ ပြင်ဆင်နိုင်ရမည်၊ အားပေးကူညီမှု ရှိရပါမည်။"
"M3","Words like 'Auxiliary verb', 'Gerund', and 'Phoneme' are examples of:","Metalanguage (language used to talk about language)","Graded instructions","Authentic phrases","ဘာသာစကားအကြောင်း ပြန်လည် ရှင်းပြရာတွင် သုံးသော နည်းပညာသုံး သဒ္ဒါ ဝေါဟာရများကို Metalanguage လို့ ခေါ်ပါတယ်။"
"M3","Using excessive metalanguage with Elementary learners usually leads to:","Confusion and cognitive overload.","Faster acquisition.","Better pronunciation.","အခြေခံအဆင့် ကျောင်းသားများအား Metalanguage များ အလွန်အကျွံ သုံးပါက ရှုပ်ထွေးသွားစေနိုင်ပါတယ်။"
"M3","Instead of saying 'Use a modal auxiliary for obligation', a teacher says 'Use must when it is a rule'. This avoids:","Unnecessary metalanguage","Grammar learning","CCQs","ခက်ခဲသော သဒ္ဒါ အခေါ်အဝေါ်များကို ရှောင်ရှားပြီး ရိုးရှင်းစွာ ရှင်းပြခြင်း ဖြစ်ပါတယ်။"
"M3","Teacher asks: 'How do we write the past tense of walk?' Students answer: 'W-A-L-K-E-D'. This is:","Eliciting form / spelling","Eliciting meaning","Eliciting context","စကားလုံး၏ သဒ္ဒါပုံစံ သို့မဟုတ် စာလုံးပေါင်းကို အဖြေဆွဲထုတ်ခြင်း (Eliciting form) ဖြစ်ပါတယ်။"
"M3","Teacher asks: 'How do you feel when you lose your keys?' Students answer: 'Anxious!' This is:","Eliciting meaning / vocabulary","Eliciting spelling","Instruction checking","ခံစားချက် သို့မဟုတ် အဓိပ္ပာယ်ကို ကျောင်းသားများထံမှ အဖြေဆွဲထုတ်ခြင်း (Eliciting meaning) ဖြစ်ပါတယ်။"
"M3","A balanced language lesson should elicit both:","Meaning and Form","Only Burmese translations","Only spelling","ထိရောက်သော စာသင်ခန်းတွင် စကားလုံး၏ အဓိပ္ပာယ်ရော သဒ္ဒါပုံစံကိုပါ ကျောင်းသားထံမှ ဆွဲထုတ် မေးမြန်းသင့်ပါတယ်။"
"M3","Flashcards are particularly useful in Module 3 for:","Prompting vocabulary, drilling, and setting context quickly.","Writing essays.","Summative testing.","Flashcards များကို ဝေါဟာရများ ချက်ချင်း အချက်ပြရန်၊ Drill လုပ်ရန်နှင့် Context ဖန်တီးရန် သုံးစွဲပါတယ်။"
"M3","When using flashcards for a vocabulary drill, the teacher should ensure:","All students in the room can see the cards clearly.","Only the front row sees them.","The cards have tiny font.","Visual tools များ သုံးရာတွင် တစ်တန်းလုံး ရှင်းလင်းစွာ မြင်နိုင်စေရန် အရေးကြီးပါတယ်။"
"M3","Revealing a flashcard bit by bit (magic card technique) creates:","Curiosity and engagement during elicitation.","Confusion.","Discipline problems.","Flashcard ကို တဖြည်းဖြည်း ချင်း ပြသခြင်းက ကျောင်းသားများ၏ စိတ်ဝင်စားမှုကို မြှင့်တင်ပေးပါတယ်။"
"M3","Giving Group A 5 questions and Group B 8 questions based on their ability is an example of:","Differentiating by quantity / outcome","Discriminatory teaching","Summative testing","ကျောင်းသားများ၏ အရည်အချင်းပေါ် မူတည်၍ လေ့ကျင့်ခန်း ပမာဏကို ခွဲခြား ပေးခြင်း (Differentiation) ဖြစ်ပါတယ်။"
"M3","Giving weaker students a word bank for a writing task while stronger students write freely is:","Differentiating by support / scaffolding","Unfair teaching","Over-correction","အားနည်းသော ကျောင်းသားများအား အထောက်အကူ စကားလုံးများ ပေးထားခြင်းသည် Differentiating by support ဖြစ်ပါတယ်။"
"M3","Differentiating tasks ensures that all learners in a mixed ability class experience:","Appropriate challenge and a sense of achievement.","Boredom.","Total failure.","Differentiation လုပ်ပေးခြင်းဖြင့် ကျောင်းသားတိုင်း မိမိအဆင့်နှင့် ကိုက်ညီသော စိန်ခေါ်မှုကို ကျော်ဖြတ်နိုင်စေပါတယ်။"
"M3","Noise during a pair work communicative task is usually a sign of:","Active learning and engagement (constructive noise).","Total loss of control.","Poor teaching.","စကားပြော လေ့ကျင့်ချိန်၌ ထွက်ပေါ်လာသော အသံများသည် တက်ကြွစွာ သင်ယူနေကြသည့် လက္ခဏာ (Constructive noise) ဖြစ်ပါတယ်။"
"M3","When communicative noise becomes too loud and uncontrolled, the teacher should:","Use a pre-agreed visual or sound signal to get attention.","Scream loudly.","Punish the whole class.","အတန်းဆူညံလွန်းပါက ကြိုတင် သဘောတူထားသော အချက်ပြမှုကို သုံး၍ အာရုံစိုက်ခေါ်သင့်ပါတယ်။"
"M3","Differentiating 'good communicative noise' from 'disruptive noise' requires effective:","Monitoring and teacher awareness.","Absolute silence.","Ignoring the class.","ဆရာသည် အကျိုးရှိသော စကားပြောသံနှင့် ဆူညံသံကို ခွဲခြားသိမြင်ရန် အစဉ်မပြတ် စောင့်ကြည့်နေရပါမည်။"
"M3","If the power goes out and the audio player stops working during a listening task, the teacher should:","Read the tapescript aloud naturally (adapt to the situation).","Send everyone home.","Cancel the rest of the course.","မမျှော်လင့်ဘဲ နားထောင်ခြင်း စက်များ ပျက်စီးပါက Tapescript ကို ကိုယ်တိုင် ဖတ်ပြ၍ ရောဂါကို ပြုပြင်ပြောင်းလဲရပါမည်။"
"M3","When a student asks a difficult grammar question the teacher doesn't know the answer to, the teacher should:","Admit it honestly and promise to look it up for the next class.","Make up a fake rule.","Shout at the student.","မသိသော မေးခွန်းများ ပါလာပါက ရိုးသားစွာ ဝန်ခံ၍ နောက်အတန်းတွင် ပြန်လည် ဖြေကြားပေးမည်ဟု ပြောသင့်ပါတယ်။"
"M3","Flexibility in classroom management means being able to:","Adapt the lesson plan according to real-time student needs.","Never change the plan.","Skip all activities.","Classroom management တွင် Flexible ဖြစ်ခြင်းဆိုသည်မှာ ကျောင်းသားများ၏ လက်တွေ့ လိုအပ်ချက်ပေါ် မူတည်၍ ပြင်ဆင်နိုင်ခြင်း ဖြစ်ပါတယ်။"
"M3","Maintaining eye contact with students while explaining instructions helps to:","Hold attention and check for non-verbal signs of confusion.","Make students uncomfortable.","Improve marker handwriting.","ကျောင်းသားများကို အကြည့်ချင်း ဆုံပေးခြင်းက အာရုံစိုက်မှုကို ထိန်းသိမ်းပေးပြီး နားမလည်သော လက္ခဏာများကို ရိပ်မိစေပါတယ်။"
"M3","Open body language (uncrossed arms, smiling, standing open) signals:","Warmth, accessibility, and encouragement.","Strictness and authority.","Boredom.","နွေးထွေးသော ခန္ဓာကိုယ် အမူအရာများသည် ကျောင်းသားများကို သက်တောင့်သက်သာ ပါဝင်လာစေပါတယ်။"
"M3","Cupping a hand behind the ear is a non-verbal gesture used by teachers to:","Prompt students to speak louder or produce the language.","Show that the teacher is deaf.","Tell students to be quiet.","ကျောင်းသားများ အသံတိုးနေပါက အသံကျယ်ကျယ် ပြောရန် လက်ဟန်ဖြင့် အချက်ပြခြင်း (Non-verbal prompt) ဖြစ်ပါတယ်။"
"M3","Activities that encourage cooperation, mutual support, and positive relationships build good:","Group cohesion / dynamics","Individual competition","Teacher domination","ကျောင်းသားများ အချင်းချင်း ပူးပေါင်းဆောင်ရွက်လိုစိတ် မြင့်မားခြင်းကို Group cohesion လို့ ခေါ်ပါတယ်။"
"M3","A class with strong group cohesion generally shows:","High motivation, low anxiety, and willingness to risk making mistakes.","Frequent arguments.","Silent fear.","Group cohesion ကောင်းသော အတန်းများတွင် ကျောင်းသားများသည် အမှားလုပ်မိမည်ကို မကြောက်ဘဲ ရဲရဲဝံ့ဝံ့ စကားပြောကြပါတယ်။"
"M3","Competitive games should be balanced with cooperative games to avoid:","Negative feelings among weaker students.","Too much fun.","Fast learning.","ပြိုင်ဆိုင်မှု လွန်ကဲသော ဂိမ်းများကို လျှော့ချ၍ ပူးပေါင်းဆောင်ရွက်သော ဂိမ်းများကို ပိုမို ထည့်သွင်းသင့်ပါတယ်။"
"M3","Giving out a reading text AFTER giving instructions prevents students from:","Getting distracted by reading the text while the teacher speaks.","Finishing early.","Asking questions.","စာရွက် မဝေမီ ညွှန်ကြားချက် ပေးခြင်းက စာရွက်ဖတ်ပြီး အာရုံပျက်ပြားသွားခြင်းကို ကာကွယ်ပေးပါတယ်။"
"M3","If a teacher needs students to work in pairs with 1 worksheet, they should:","Hand out 1 copy per pair to force collaboration.","Give 5 copies per student.","Not print any handouts.","အတွဲလိုက် အတူတကွ လုပ်ဆောင်စေချင်ပါက စာရွက် ၁ ရွက်သာ ပေးခြင်းဖြင့် ပူးပေါင်း ဆောင်ရွက်မှုကို တွန်းအားပေးနိုင်ပါတယ်။"
"M3","Having a student monitor distribute handouts to their rows is a good way to:","Delegate classroom management tasks and save time.","Waste class time.","Test spelling.","ကျောင်းသားများကို သင်ထောက်ကူများ ဝေခိုင်းခြင်းက ဆရာ့အချိန်ကို သက်သာစေသော စာသင်ခန်း စီမံခန့်ခွဲမှု ဖြစ်ပါတယ်။"
"M3","ICQs check understanding of _____, while CCQs check understanding of _____.","Instructions / Language meaning","Language meaning / Instructions","Spelling / Grammar","ICQ သည် လုပ်ငန်းစဉ် ညွှန်ကြားချက်ကို စစ်ဆေးပြီး CCQ သည် ဘာသာစကား အဓိပ္ပာယ်ကို စစ်ဆေးပါတယ်။"
"M3","'How many minutes do you have for this task?' is an:","ICQ","CCQ","Substitution drill","အချိန် မည်မျှ ရမည်နည်းဟု မေးမြန်းခြင်းသည် လုပ်ငန်းစဉ် စစ်ဆေးသည့် ICQ ဖြစ်ပါတယ်။"
"M3","'Is an elephant big or small?' when teaching 'enormous' is a:","CCQ","ICQ","Transformation drill","ဝေါဟာရ အဓိပ္ပာယ် စစ်ဆေးနေခြင်း ဖြစ်၍ CCQ ဖြစ်ပါတယ်။"
"M3","Focusing ONLY on content feedback (e.g. 'What an exciting story!') during a first draft encourages:","Creative expression and fluency in writing.","Grammar perfection.","Spelling drills.","ပထမအကြိမ် စာရေးသားရာတွင် အကြောင်းအရာကိုသာ Feedback ပေးခြင်းက တီထွင်ဖန်တီးနိုင်စွမ်းကို မြှင့်တင်ပေးပါတယ်။"
"M3","Using a green or blue pen instead of a harsh red pen for marking writing can help reduce:","Student anxiety and negative feelings about errors.","Ink costs.","Paper damage.","ကြက်သွေးရောင် ဘောပင် မသုံးဘဲ အခြား အရောင်များ သုံးခြင်းက အမှား ပြင်ဆင်ခံရသူ၏ စိတ်ဖိစီးမှုကို လျှော့ချပေးပါတယ်။"
"M3","Asking students to rewrite a second draft incorporating feedback helps to ensure:","Learners actually process and learn from the corrections.","Waste of paper.","No learning.","အကြံပြုချက်များကို အခြေခံ၍ ဒုတိယအကြိမ် ပြန်လည် ရေးသားစေခြင်းက အမှားများမှ သင်ယူမှုကို ပိုမို ခိုင်မာစေပါတယ်။"
"M3","When a student who understands a rule explains it to a classmate in their own words, this is:","Peer tutoring","Teacher lecturing","Echoing","ကျောင်းသား အချင်းချင်း မိမိ နားလည်ထားသော သဒ္ဒါကို ပြန်လည် ရှင်းပြပေးခြင်းကို Peer tutoring လို့ ခေါ်ပါတယ်။"
"M3","Peer tutoring benefits the student tutor because:","Teaching others deepens their own mastery of the topic.","It gives them a teacher's salary.","It lets them skip homework.","သူတပါးအား ပြန်လည် သင်ကြားပေးခြင်းက မိမိ၏ နားလည်မှုကို ပိုမို နက်ရှိုင်း စေပါတယ်။"
"M3","Peer tutoring should be monitored by the teacher to ensure:","The explanation given is accurate and encouraging.","The students stay silent.","They speak only in L1.","Peer tutoring လုပ်ချိန်တွင် မှန်ကန်သော အချက်အလက်များ မျှဝေနေခြင်း ရှိမရှိ ဆရာက စောင့်ကြည့်ရပါမည်။"
"M3","Which action needlessly INCREASES Teacher Teacher Talking Time (TTT)?","Repeating every student response back to the class.","Using gestures to signal instructions.","Giving wait time after questions.","ကျောင်းသား အဖြေတိုင်းကို ပြန်လည် ထပ်ခါထပ်ခါ ရွတ်ဆိုနေခြင်းက မလိုအပ်ဘဲ TTT ကို များပြားစေပါတယ်။"
"M3","Which technique effectively DECREASES TTT?","Eliciting answers and using body language.","Reading the whole textbook aloud.","Answering your own questions.","Eliciting လုပ်ခြင်းနှင့် ခန္ဓာကိုယ် အမူအရာ သုံးခြင်းက ဆရာ စကားပြောချိန်ကို လျှော့ချပေးပါတယ်။"
"M3","When is HIGH Teacher Talking Time (TTT) actually beneficial?","When providing rich, graded language input or telling a compelling contextual story.","During pair work speaking.","During quiet reading tests.","ဆရာက သဘာဝကျသော ဘာသာစကား ပုံစံများကို ပုံပြင်ပြောပြခြင်း သို့မဟုတ် Context အဖြစ် သင်ကြားပေးချိန်တွင် TTT မြင့်မားခြင်းက အကျိုးရှိပါတယ်။"
"M3","Giving oral feedback immediately after a individual presentation is an example of:","Timely formative feedback","Summative assessment","Diagnostic placement","သရုပ်ပြအပြီးတွင် ချက်ချင်း အကြံပြုချက် ပေးခြင်းသည် Timely formative feedback ဖြစ်ပါတယ်။"
"M3","When giving feedback to a shy learner, it is best to deliver it:","Individually and quietly rather than in front of the whole class.","By shouting across the room.","On a public noticeboard.","ရှက်တတ်သော ကျောင်းသားများအား Feedback ပေးရာတွင် သီးသန့် အေးဆေးစွာ အကြံပြုပေးခြင်းက ပိုမို သင့်တော်ပါတယ်။"
"M3","Effective formative feedback focuses on:","How the learner can close the gap between current and target performance.","Comparing the learner with others.","Assigning a grade.","Formative feedback သည် လက်ရှိ အဆင့်မှ မျှော်မှန်းထားသော အဆင့်သို့ မည်သို့ တိုးတက်အောင် လုပ်ဆောင်ရမည်ကို အဓိကထားပါတယ်။"
"M3","In a monolingual class (all Burmese speakers), the risk of students relying heavily on L1 is:","High, requiring clear boundaries for English use.","Zero.","Impossible.","အတန်းတစ်ခုလုံး မိခင်ဘာသာစကား တူညီပါက L1 သုံးစွဲမှု များပြားနိုင်သဖြင့် စည်းကမ်းများ သတ်မှတ်ထားရန် လိုအပ်ပါတယ်။"
"M3","In a multilingual class (students from different language backgrounds), L1 is rarely used because:","English is the only common language of communication.","Students are forbidden to speak.","They don't know any words.","နောက်ခံ ဘာသာစကား မတူညီသော အတန်းများတွင် အင်္ဂလိပ်စာသည်သာ ဘုံ ဆက်သွယ်ရေး ဘာသာစကား ဖြစ်လာပါတယ်။"
"M3","Allowing a 1-minute 'L1 brainstorm' before a complex English writing task can help:","Lower cognitive load and generate richer ideas.","Destroy English acquisition.","Waste entire class time.","စာမရေးမီ ၁ မိနစ်ခန့် မိခင်ဘာသာစကားဖြင့် အကြံဉာဏ် ထုတ်ယူခွင့် ပေးခြင်းက စိတ်ဖိစီးမှုကို လျှော့ချပေးပါတယ်။"
"M3","A standard PPP lesson structure sequences stages as:","Presentation -> Practice -> Production","Production -> Practice -> Presentation","Practice -> Presentation -> Production","Standard PPP လေ့ကျင့်ခန်း အစဉ်အဆက်မှာ Presentation မှ Practice ပြီးမှ Production သို့ သွားရောက်ခြင်း ဖြစ်ပါတယ်။"
"M3","In a Test-Teach-Test lesson structure, the first 'Test' stage serves as a:","Diagnostic check to see what learners already know.","Final exam grade.","Reward.","Test-Teach-Test တွင် ပထမအဆင့် Test သည် ကျောင်းသားများ မည်မျှ သိပြီးသားလဲ အကဲဖြတ်သည့် Diagnostic check ဖြစ်ပါတယ်။"
"M3","Moving from controlled practice to freer practice ensures learners move from:","Accuracy to Fluency","Fluency to Accuracy","Writing to Reading","ထိန်းချုပ်ထားသော လေ့ကျင့်ခန်းများမှ လွတ်လပ်သော လေ့ကျင့်ခန်းများသို့ ကူးပြောင်းခြင်းသည် Accuracy မှ Fluency သို့ ဦးတည်ခြင်း ဖြစ်ပါတယ်။"
"M3","Mastering TKT Module 3 equips English educators primarily to manage:","Classroom interactions, teacher language, feedback, and student engagement.","Only theoretical linguistics.","Computer software coding.","TKT Module 3 သည် စာသင်ခန်းတွင်း ဆက်ဆံရေး၊ ဆရာ့ စကားပြောဆိုမှုနှင့် သင်ကြားမှု စီမံခန့်ခွဲမှုများကို ကျွမ်းကျင်စေပါတယ်။"
"M3","A successful language teacher in Module 3 balances their roles between being a:","Controller when setting up, and a Facilitator/Monitor during practice.","Dictator at all times.","Silent spectator always.","ဆရာကောင်း တစ်ယောက်သည် ညွှန်ကြားချိန်တွင် Controller အဖြစ်လည်းကောင်း၊ လေ့ကျင့်ချိန်တွင် Facilitator/Monitor အဖြစ်လည်းကောင်း မျှတစွာ ဆောင်ရွက်ပါတယ်။"
"M3","Ultimately, the overarching goal of effective classroom management in Module 3 is to maximize:","Student Learning Opportunities and active engagement.","Teacher Talking Time.","Paperwork volume.","Module 3 စာသင်ခန်း စီမံခန့်ခွဲမှု၏ အဓိက အဆုံးစွန် ရည်မှန်းချက်မှာ ကျောင်းသားများ၏ သင်ယူခွင့် အခွင့်အလမ်းများကို အမြင့်ဆုံး ဖြစ်ထွန်းစေရန် ဖြစ်ပါတယ်။"
