"category","question_text","correct_option","wrong_option_1","wrong_option_2","explanation"
"M1","Another way to test this concept: Verbs that describe states, feelings, or thoughts (like 'know', 'believe', 'love') are called:","Stative verbs","Dynamic verbs","Action verbs","လှုပ်ရှားမှုမပါတဲ့ စိတ်ခံစားချက်၊ အသိဉာဏ်နဲ့ အခြေအနေပြ ကိရိယာတွေကို Stative verbs လို့ ခေါ်ပါတယ်။ ၎င်းတို့ကို -ing ပုံစံ သုံးလေ့မရှိပါဘူး။"
"M1","Which of the following is a rule for stative verbs?","They are rarely used in the continuous (-ing) form.","They must always take an object.","They are only used in the past tense.","လှုပ်ရှားမှုမပါတဲ့ စိတ်ခံစားချက်၊ အသိဉာဏ်နဲ့ အခြေအနေပြ ကိရိယာတွေကို Stative verbs လို့ ခေါ်ပါတယ်။ ၎င်းတို့ကို -ing ပုံစံ သုံးလေ့မရှိပါဘူး။"
"M1","Another way to test this concept: Identify the of the following is a rule for stative verbs?","They are rarely used in the continuous (-ing) form.","They must always take an object.","They are only used in the past tense.","လှုပ်ရှားမှုမပါတဲ့ စိတ်ခံစားချက်၊ အသိဉာဏ်နဲ့ အခြေအနေပြ ကိရိယာတွေကို Stative verbs လို့ ခေါ်ပါတယ်။ ၎င်းတို့ကို -ing ပုံစံ သုံးလေ့မရှိပါဘူး။"
"M1","Identify the stative verb in this list:","Understand","Run","Eat","လှုပ်ရှားမှုမပါတဲ့ စိတ်ခံစားချက်၊ အသိဉာဏ်နဲ့ အခြေအနေပြ ကိရိယာတွေကို Stative verbs လို့ ခေါ်ပါတယ်။ ၎င်းတို့ကို -ing ပုံစံ သုံးလေ့မရှိပါဘူး။"
"M1","Another way to test this concept: Identify the stative verb in this list:","Understand","Run","Eat","လှုပ်ရှားမှုမပါတဲ့ စိတ်ခံစားချက်၊ အသိဉာဏ်နဲ့ အခြေအနေပြ ကိရိယာတွေကို Stative verbs လို့ ခေါ်ပါတယ်။ ၎င်းတို့ကို -ing ပုံစံ သုံးလေ့မရှိပါဘူး။"
"M1","A verb that is followed by the '-ing' form of another verb (e.g., enjoy swimming) is using a:","Gerund","Infinitive","Past participle","Verb တစ်ခုနောက်မှာ နောက်ထပ် verb တစ်ခုလိုက်ရင် ကြုံရတဲ့ ပုံစံ (Verb patterns) ပါ။ 'enjoy' နောက်မှာ (v-ing) Gerund လိုက်ပါတယ်။"
"M1","Another way to test this concept: A verb that is followed by the '-ing' form of another verb (e.g., enjoy swimming) is using a:","Gerund","Infinitive","Past participle","Verb တစ်ခုနောက်မှာ နောက်ထပ် verb တစ်ခုလိုက်ရင် ကြုံရတဲ့ ပုံစံ (Verb patterns) ပါ။ 'enjoy' နောက်မှာ (v-ing) Gerund လိုက်ပါတယ်။"
"M1","Which verb pattern is correct for the verb 'decide'?","Decide to go (Infinitive)","Decide going (Gerund)","Decide go (Base form)","Verb တစ်ခုနောက်မှာ နောက်ထပ် verb တစ်ခုလိုက်ရင် ကြုံရတဲ့ ပုံစံ (Verb patterns) ပါ။ 'decide' နောက်မှာ (to + v) Infinitive လိုက်ပါတယ်။"
"M1","Another way to test this concept: Identify the verb pattern is correct for the verb 'decide'?","Decide to go (Infinitive)","Decide going (Gerund)","Decide go (Base form)","Verb တစ်ခုနောက်မှာ နောက်ထပ် verb တစ်ခုလိုက်ရင် ကြုံရတဲ့ ပုံစံ (Verb patterns) ပါ။ 'decide' နောက်မှာ (to + v) Infinitive လိုက်ပါတယ်။"
"M1","A verb that requires a direct object to complete its meaning is called:","Transitive","Intransitive","Stative","မိမိရဲ့လုပ်ရပ်ကို ခံမယ့်သူ/အရာ (object) မဖြစ်မနေလိုအပ်တဲ့ ကိရိယာကို Transitive verb လို့ခေါ်ပါတယ်။ (ဥပမာ - buy a car)"
"M1","Another way to test this concept: A verb that requires a direct object to complete its meaning is called:","Transitive","Intransitive","Stative","မိမိရဲ့လုပ်ရပ်ကို ခံမယ့်သူ/အရာ (object) မဖြစ်မနေလိုအပ်တဲ့ ကိရိယာကို Transitive verb လို့ခေါ်ပါတယ်။ (ဥပမာ - buy a car)"
"M1","Which of the following verbs is transitive?","Buy","Sleep","Arrive","မိမိရဲ့လုပ်ရပ်ကို ခံမယ့်သူ/အရာ (object) မဖြစ်မနေလိုအပ်တဲ့ ကိရိယာကို Transitive verb လို့ခေါ်ပါတယ်။ (ဥပမာ - buy a car)"
"M1","Another way to test this concept: Identify the of the following verbs is transitive?","Buy","Sleep","Arrive","မိမိရဲ့လုပ်ရပ်ကို ခံမယ့်သူ/အရာ (object) မဖြစ်မနေလိုအပ်တဲ့ ကိရိယာကို Transitive verb လို့ခေါ်ပါတယ်။ (ဥပမာ - buy a car)"
"M1","A verb that does NOT take a direct object (e.g., 'The sun rises') is called:","Intransitive","Transitive","Modal","မိမိရဲ့လုပ်ရပ်ကို ခံမယ့်သူ/အရာ (object) မလိုအပ်တဲ့ ကိရိယာကို Intransitive verb လို့ခေါ်ပါတယ်။ (ဥပမာ - sleep, rise)"
"M1","Another way to test this concept: A verb that does NOT take a direct object (e.g., 'The sun rises') is called:","Intransitive","Transitive","Modal","မိမိရဲ့လုပ်ရပ်ကို ခံမယ့်သူ/အရာ (object) မလိုအပ်တဲ့ ကိရိယာကို Intransitive verb လို့ခေါ်ပါတယ်။ (ဥပမာ - sleep, rise)"
"M1","With a separable phrasal verb, where can the object go?","Between the verb and the particle, or after the particle.","Only before the verb.","It doesn't take an object.","Phrasal verbs တွေထဲမှာ object ကို အလယ်မှာထားလို့ရတဲ့ အမျိုးအစားကို Separable လို့ခေါ်ပါတယ်။ (ဥပမာ - turn it on)"
"M1","Another way to test this concept: With a separable phrasal verb, where can the object go?","Between the verb and the particle, or after the particle.","Only before the verb.","It doesn't take an object.","Phrasal verbs တွေထဲမှာ object ကို အလယ်မှာထားလို့ရတဲ့ အမျိုးအစားကို Separable လို့ခေါ်ပါတယ်။ (ဥပမာ - turn it on)"
"M1","Which sentence shows a separable phrasal verb correctly used?","I turned it off.","I turned off it.","I it turned off.","Phrasal verbs တွေထဲမှာ object (it, them) ကို အလယ်မှာထားလို့ရတဲ့ အမျိုးအစားကို Separable လို့ခေါ်ပါတယ်။ (ဥပမာ - turn it off)"
"M1","Another way to test this concept: Identify the sentence shows a separable phrasal verb correctly used?","I turned it off.","I turned off it.","I it turned off.","Phrasal verbs တွေထဲမှာ object (it, them) ကို အလယ်မှာထားလို့ရတဲ့ အမျိုးအစားကို Separable လို့ခေါ်ပါတယ်။ (ဥပမာ - turn it off)"
"M1","Phrases like 'By the way' or 'To be honest' are examples of:","Lexical chunks / Fixed expressions","Minimal pairs","Homophones","စကားလုံးတွေကို တစ်လုံးချင်းမခွဲဘဲ အမြဲတမ်း တွဲပြီးသုံးလေ့ရှိတဲ့ အစုအဝေးတွေကို Lexical chunks သို့မဟုတ် Fixed expressions လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: Phrases like 'By the way' or 'To be honest' are examples of:","Lexical chunks / Fixed expressions","Minimal pairs","Homophones","စကားလုံးတွေကို တစ်လုံးချင်းမခွဲဘဲ အမြဲတမ်း တွဲပြီးသုံးလေ့ရှိတဲ့ အစုအဝေးတွေကို Lexical chunks သို့မဟုတ် Fixed expressions လို့ခေါ်ပါတယ်။"
"M1","Why is teaching lexical chunks useful?","It improves fluency because students don't have to build every sentence from scratch.","It teaches them how to translate better.","It makes spelling easier.","စကားလုံးတွေကို တစ်လုံးချင်းမခွဲဘဲ အမြဲတမ်း တွဲပြီးသုံးလေ့ရှိတဲ့ အစုအဝေးတွေကို Lexical chunks သို့မဟုတ် Fixed expressions လို့ခေါ်ပါတယ်။"
"M1","Multi-word phrases that are memorized as a single unit (e.g., 'Have a good trip') are:","It improves fluency because students don't have to build every sentence from scratch.","It teaches them how to translate better.","It makes spelling easier.","စကားလုံးတွေကို တစ်လုံးချင်းမခွဲဘဲ အမြဲတမ်း တွဲပြီးသုံးလေ့ရှိတဲ့ အစုအဝေးတွေကို Lexical chunks သို့မဟုတ် Fixed expressions လို့ခေါ်ပါတယ်။"
"M1","The group of words: 'care, careful, careless, carefully' belongs to the same:","Word family","Collocation","Synonym group","အရင်းခံစကားလုံး (root word) တစ်ခုတည်းကနေ ရှေ့ဆက်/နောက်ဆက် (affixes) တွေပေါင်းပြီး ဖြစ်လာတဲ့ အုပ်စုကို Word family လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: The group of words: 'care, careful, careless, carefully' belongs to the same:","Word family","Collocation","Synonym group","အရင်းခံစကားလုံး (root word) တစ်ခုတည်းကနေ ရှေ့ဆက်/နောက်ဆက် (affixes) တွေပေါင်းပြီး ဖြစ်လာတဲ့ အုပ်စုကို Word family လို့ခေါ်ပါတယ်။"
"M1","Certain verbs or adjectives always take a specific preposition (e.g., 'depend on', 'interested in'). These are called:","Dependent prepositions","Phrasal verbs","Adverbs","စကားလုံးတစ်ချို့ဟာ သီးသန့်ဝိဘတ် (preposition) တစ်ခုတည်းနဲ့ပဲ အမြဲတွဲသုံးလေ့ရှိပါတယ်။ ၎င်းတို့ကို Dependent prepositions လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: Certain verbs or adjectives always take a specific preposition (e.g., 'depend on', 'interested in'). These are called:","Dependent prepositions","Phrasal verbs","Adverbs","စကားလုံးတစ်ချို့ဟာ သီးသန့်ဝိဘတ် (preposition) တစ်ခုတည်းနဲ့ပဲ အမြဲတွဲသုံးလေ့ရှိပါတယ်။ ၎င်းတို့ကို Dependent prepositions လို့ခေါ်ပါတယ်။"
"M1","Complete the sentence with the correct dependent preposition: She is afraid ___ spiders.","of","from","with","စကားလုံးတစ်ချို့ဟာ သီးသန့်ဝိဘတ် (preposition) တစ်ခုတည်းနဲ့ပဲ အမြဲတွဲသုံးလေ့ရှိပါတယ်။ 'afraid' ဟာ 'of' နဲ့ တွဲသုံးပါတယ်။"
"M1","Another way to test this concept: Complete the sentence with the correct dependent preposition: She is afraid ___ spiders.","of","from","with","စကားလုံးတစ်ချို့ဟာ သီးသန့်ဝိဘတ် (preposition) တစ်ခုတည်းနဲ့ပဲ အမြဲတွဲသုံးလေ့ရှိပါတယ်။ 'afraid' ဟာ 'of' နဲ့ တွဲသုံးပါတယ်။"
"M1","A test where every 5th or 7th word is deleted from a text and the student must fill in the blank is called a:","Cloze test","Multiple-choice test","Sentence transformation","စာပိုဒ်တစ်ခုထဲမှာ ပုံသေအကွာအဝေး (ဥပမာ ၅ လုံးမြောက်တိုင်း) စကားလုံးတွေကို ဖျောက်ထားပြီး ဖြည့်ခိုင်းတဲ့ စာမေးပွဲကို Cloze test လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: A test where every 5th or 7th word is deleted from a text and the student must fill in the blank is called a:","Cloze test","Multiple-choice test","Sentence transformation","စာပိုဒ်တစ်ခုထဲမှာ ပုံသေအကွာအဝေး (ဥပမာ ၅ လုံးမြောက်တိုင်း) စကားလုံးတွေကို ဖျောက်ထားပြီး ဖြည့်ခိုင်းတဲ့ စာမေးပွဲကို Cloze test လို့ခေါ်ပါတယ်။"
"M1","What does a true Cloze test evaluate?","General reading comprehension and grammar knowledge.","Only spelling.","Only listening skills.","စာပိုဒ်တစ်ခုထဲမှာ ပုံသေအကွာအဝေး (ဥပမာ ၅ လုံးမြောက်တိုင်း) စကားလုံးတွေကို ဖျောက်ထားပြီး ဖြည့်ခိုင်းတဲ့ စာမေးပွဲကို Cloze test လို့ခေါ်ပါတယ်။"
"M1","A reading test where words are systematically removed at regular intervals is a:","General reading comprehension and grammar knowledge.","Only spelling.","Only listening skills.","စာပိုဒ်တစ်ခုထဲမှာ ပုံသေအကွာအဝေး (ဥပမာ ၅ လုံးမြောက်တိုင်း) စကားလုံးတွေကို ဖျောက်ထားပြီး ဖြည့်ခိုင်းတဲ့ စာမေးပွဲကို Cloze test လို့ခေါ်ပါတယ်။"
"M1","A test where the teacher chooses specific target words (like prepositions) to delete from a text is called a:","Gap-fill","Cloze test","Matching task","ဆရာက ပုံသေအကွာအဝေးမဟုတ်ဘဲ စစ်ဆေးချင်တဲ့ စကားလုံး (ဥပမာ - ဝိဘတ်တွေချည်းပဲ) ဖျောက်ပြီး ဖြည့်ခိုင်းတာကို Gap-fill လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: A test where the teacher chooses specific target words (like prepositions) to delete from a text is called a:","Gap-fill","Cloze test","Matching task","ဆရာက ပုံသေအကွာအဝေးမဟုတ်ဘဲ စစ်ဆေးချင်တဲ့ စကားလုံး (ဥပမာ - ဝိဘတ်တွေချည်းပဲ) ဖျောက်ပြီး ဖြည့်ခိုင်းတာကို Gap-fill လို့ခေါ်ပါတယ်။"
"M1","A test item with one correct answer and two or three incorrect options is called:","Multiple-choice","Open-ended","Subjective","အဖြေမှန်တစ်ခုနဲ့ မှားအောင်လှည့်စားထားတဲ့အဖြေ (distractors) တွေ ပါဝင်တဲ့ စာမေးပွဲပုံစံကို Multiple-choice လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: A test item with one correct answer and two or three incorrect options is called:","Multiple-choice","Open-ended","Subjective","အဖြေမှန်တစ်ခုနဲ့ မှားအောင်လှည့်စားထားတဲ့အဖြေ (distractors) တွေ ပါဝင်တဲ့ စာမေးပွဲပုံစံကို Multiple-choice လို့ခေါ်ပါတယ်။"
"M1","In a multiple-choice question, the incorrect answers are known as:","Distractors","Exponents","Concepts","အဖြေမှန်တစ်ခုနဲ့ မှားအောင်လှည့်စားထားတဲ့အဖြေ (distractors) တွေ ပါဝင်တဲ့ စာမေးပွဲပုံစံကို Multiple-choice လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: In a multiple-choice question, the incorrect answers are known as:","Distractors","Exponents","Concepts","အဖြေမှန်တစ်ခုနဲ့ မှားအောင်လှည့်စားထားတဲ့အဖြေ (distractors) တွေ ပါဝင်တဲ့ စာမေးပွဲပုံစံကို Multiple-choice လို့ခေါ်ပါတယ်။"
"M1","A test that has only one clear right or wrong answer (like a multiple-choice test) is scored using:","Objective testing","Subjective testing","Formative testing","အဖြေမှန်/အဖြေမှား အတိအကျရှိပြီး စစ်ဆေးသူအပေါ်မူတည်ပြီး အမှတ်မပြောင်းလဲတဲ့ စာမေးပွဲကို Objective testing လို့ခေါ်ပါတယ်။ (ဥပမာ - MCQ)"
"M1","Another way to test this concept: A test that has only one clear right or wrong answer (like a multiple-choice test) is scored using:","Objective testing","Subjective testing","Formative testing","အဖြေမှန်/အဖြေမှား အတိအကျရှိပြီး စစ်ဆေးသူအပေါ်မူတည်ပြီး အမှတ်မပြောင်းလဲတဲ့ စာမေးပွဲကို Objective testing လို့ခေါ်ပါတယ်။ (ဥပမာ - MCQ)"
"M1","Which of the following is an example of an objective test?","True/False questions","Writing a short story","An oral interview","အဖြေမှန်/အဖြေမှား အတိအကျရှိပြီး စစ်ဆေးသူအပေါ်မူတည်ပြီး အမှတ်မပြောင်းလဲတဲ့ စာမေးပွဲကို Objective testing လို့ခေါ်ပါတယ်။ (ဥပမာ - MCQ, True/False)"
"M1","Another way to test this concept: Identify the of the following is an example of an objective test?","True/False questions","Writing a short story","An oral interview","အဖြေမှန်/အဖြေမှား အတိအကျရှိပြီး စစ်ဆေးသူအပေါ်မူတည်ပြီး အမှတ်မပြောင်းလဲတဲ့ စာမေးပွဲကို Objective testing လို့ခေါ်ပါတယ်။ (ဥပမာ - MCQ, True/False)"
"M1","A test where the examiner must use their judgement to give a score (like grading an essay or a speaking test) is:","Subjective testing","Objective testing","Diagnostic testing","အဖြေအတိအကျမရှိဘဲ စစ်ဆေးသူရဲ့ ဆုံးဖြတ်ချက်နဲ့ အကဲဖြတ်စံနှုန်း (criteria) တွေပေါ်မူတည်ပြီး အမှတ်ပေးရတာကို Subjective testing လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: A test where the examiner must use their judgement to give a score (like grading an essay or a speaking test) is:","Subjective testing","Objective testing","Diagnostic testing","အဖြေအတိအကျမရှိဘဲ စစ်ဆေးသူရဲ့ ဆုံးဖြတ်ချက်နဲ့ အကဲဖြတ်စံနှုန်း (criteria) တွေပေါ်မူတည်ပြီး အမှတ်ပေးရတာကို Subjective testing လို့ခေါ်ပါတယ်။"
"M1","What do examiners use to make subjective testing more fair and consistent?","Grading criteria or rubrics","Distractors","Cloze tests","အဖြေအတိအကျမရှိဘဲ စစ်ဆေးသူရဲ့ ဆုံးဖြတ်ချက်နဲ့ အကဲဖြတ်စံနှုန်း (criteria/rubrics) တွေပေါ်မူတည်ပြီး အမှတ်ပေးရတာကို Subjective testing လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: How do examiners use to make subjective testing more fair and consistent?","Grading criteria or rubrics","Distractors","Cloze tests","အဖြေအတိအကျမရှိဘဲ စစ်ဆေးသူရဲ့ ဆုံးဖြတ်ချက်နဲ့ အကဲဖြတ်စံနှုန်း (criteria/rubrics) တွေပေါ်မူတည်ပြီး အမှတ်ပေးရတာကို Subjective testing လို့ခေါ်ပါတယ်။"
"M1","Which task requires subjective marking?","A speaking role-play","A grammar gap-fill","A matching exercise","အဖြေအတိအကျမရှိဘဲ စစ်ဆေးသူရဲ့ ဆုံးဖြတ်ချက်နဲ့ အကဲဖြတ်စံနှုန်း (criteria/rubrics) တွေပေါ်မူတည်ပြီး အမှတ်ပေးရတာကို Subjective testing လို့ခေါ်ပါတယ်။"
"M1","Another way to test this concept: Identify the task requires subjective marking?","A speaking role-play","A grammar gap-fill","A matching exercise","အဖြေအတိအကျမရှိဘဲ စစ်ဆေးသူရဲ့ ဆုံးဖြတ်ချက်နဲ့ အကဲဖြတ်စံနှုန်း (criteria/rubrics) တွေပေါ်မူတည်ပြီး အမှတ်ပေးရတာကို Subjective testing လို့ခေါ်ပါတယ်။"
"M1","If a test actually measures what it claims to measure (e.g., a reading test only tests reading, not general knowledge), it has:","Validity","Reliability","Practicality","စာမေးပွဲတစ်ခုဟာ ကိုယ်စစ်ချင်တဲ့ အရည်အချင်းကို တကယ်စစ်ဆေးနိုင်စွမ်း ရှိ/မရှိ ကို Validity (မှန်ကန်မှု) လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: If a test actually measures what it claims to measure (e.g., a reading test only tests reading, not general knowledge), it has:","Validity","Reliability","Practicality","စာမေးပွဲတစ်ခုဟာ ကိုယ်စစ်ချင်တဲ့ အရည်အချင်းကို တကယ်စစ်ဆေးနိုင်စွမ်း ရှိ/မရှိ ကို Validity (မှန်ကန်မှု) လို့ ခေါ်ပါတယ်။"
"M1","A grammar test is full of extremely difficult vocabulary the students haven't learned. This test lacks:","Validity","Reliability","Length","စာမေးပွဲတစ်ခုဟာ ကိုယ်စစ်ချင်တဲ့ အရည်အချင်းကို တကယ်စစ်ဆေးနိုင်စွမ်း ရှိ/မရှိ ကို Validity (မှန်ကန်မှု) လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: A grammar test is full of extremely difficult vocabulary the students haven't learned. This test lacks:","Validity","Reliability","Length","စာမေးပွဲတစ်ခုဟာ ကိုယ်စစ်ချင်တဲ့ အရည်အချင်းကို တကယ်စစ်ဆေးနိုင်စွမ်း ရှိ/မရှိ ကို Validity (မှန်ကန်မှု) လို့ ခေါ်ပါတယ်။"
"M1","If a student takes the same test twice and gets exactly the same score both times, the test has high:","Reliability","Validity","Subjectivity","စာမေးပွဲတစ်ခုကို ဘယ်နှကြိမ်ပဲစစ်စစ် ရလဒ်တွေက တည်ငြိမ်မှုရှိနေတာကို Reliability (ယုံကြည်စိတ်ချရမှု/တည်ငြိမ်မှု) လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: If a student takes the same test twice and gets exactly the same score both times, the test has high:","Reliability","Validity","Subjectivity","စာမေးပွဲတစ်ခုကို ဘယ်နှကြိမ်ပဲစစ်စစ် ရလဒ်တွေက တည်ငြိမ်မှုရှိနေတာကို Reliability (ယုံကြည်စိတ်ချရမှု/တည်ငြိမ်မှု) လို့ ခေါ်ပါတယ်။"
"M1","What makes a test 'reliable'?","It produces consistent results.","It is easy to print.","It uses pictures.","စာမေးပွဲတစ်ခုကို ဘယ်နှကြိမ်ပဲစစ်စစ် ရလဒ်တွေက တည်ငြိမ်မှုရှိနေတာကို Reliability (ယုံကြည်စိတ်ချရမှု/တည်ငြိမ်မှု) လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: How makes a test 'reliable'?","It produces consistent results.","It is easy to print.","It uses pictures.","စာမေးပွဲတစ်ခုကို ဘယ်နှကြိမ်ပဲစစ်စစ် ရလဒ်တွေက တည်ငြိမ်မှုရှိနေတာကို Reliability (ယုံကြည်စိတ်ချရမှု/တည်ငြိမ်မှု) လို့ ခေါ်ပါတယ်။"
"M1","If a test is easy to administer, quick to mark, and doesn't cost much money, it has high:","Practicality","Reliability","Validity","စာမေးပွဲတစ်ခုဟာ စစ်ဆေးဖို့လွယ်ကူပြီး အချိန်နဲ့ ကုန်ကျစရိတ် သက်သာတယ်ဆိုရင် Practicality (လက်တွေ့အသုံးချနိုင်မှု) ကောင်းတယ်လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: If a test is easy to administer, quick to mark, and doesn't cost much money, it has high:","Practicality","Reliability","Validity","စာမေးပွဲတစ်ခုဟာ စစ်ဆေးဖို့လွယ်ကူပြီး အချိန်နဲ့ ကုန်ကျစရိတ် သက်သာတယ်ဆိုရင် Practicality (လက်တွေ့အသုံးချနိုင်မှု) ကောင်းတယ်လို့ ခေါ်ပါတယ်။"
"M1","A collection of a student's work over the entire semester used to assess their progress is called a:","Portfolio","Diagnostic test","Placement test","ကျောင်းသားရဲ့ တစ်နှစ်တာ (သို့) တစ်တန်းတာ လုပ်ဆောင်ချက် အားလုံးကို စုစည်းပြီး အကဲဖြတ်တဲ့ ဖိုင်တွဲကို Portfolio လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: A collection of a student's work over the entire semester used to assess their progress is called a:","Portfolio","Diagnostic test","Placement test","ကျောင်းသားရဲ့ တစ်နှစ်တာ (သို့) တစ်တန်းတာ လုပ်ဆောင်ချက် အားလုံးကို စုစည်းပြီး အကဲဖြတ်တဲ့ ဖိုင်တွဲကို Portfolio လို့ ခေါ်ပါတယ်။"
"M1","Why do teachers use portfolios for assessment?","To show a learner's continuous progress and effort over time.","To punish students for losing papers.","To replace objective grammar tests.","ကျောင်းသားရဲ့ တစ်နှစ်တာ (သို့) တစ်တန်းတာ လုပ်ဆောင်ချက် အားလုံးကို စုစည်းပြီး အကဲဖြတ်တဲ့ ဖိုင်တွဲကို Portfolio လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: Why do teachers use portfolios for assessment?","To show a learner's continuous progress and effort over time.","To punish students for losing papers.","To replace objective grammar tests.","ကျောင်းသားရဲ့ တစ်နှစ်တာ (သို့) တစ်တန်းတာ လုပ်ဆောင်ချက် အားလုံးကို စုစည်းပြီး အကဲဖြတ်တဲ့ ဖိုင်တွဲကို Portfolio လို့ ခေါ်ပါတယ်။"
"M1","When students look at their own work and judge their own progress, it is called:","Self-assessment","Peer-assessment","Objective testing","ကျောင်းသားကိုယ်တိုင် မိမိရဲ့တိုးတက်မှုကို ပြန်လည်သုံးသပ် အကဲဖြတ်တာကို Self-assessment လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: When students look at their own work and judge their own progress, it is called:","Self-assessment","Peer-assessment","Objective testing","ကျောင်းသားကိုယ်တိုင် မိမိရဲ့တိုးတက်မှုကို ပြန်လည်သုံးသပ် အကဲဖြတ်တာကို Self-assessment လို့ ခေါ်ပါတယ်။"
"M1","What is a major benefit of self-assessment?","It increases learner autonomy and awareness of their own learning.","It saves the teacher from buying red pens.","It makes the school look modern.","ကျောင်းသားကိုယ်တိုင် မိမိရဲ့တိုးတက်မှုကို ပြန်လည်သုံးသပ် အကဲဖြတ်တာကို Self-assessment လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: How is a major benefit of self-assessment?","It increases learner autonomy and awareness of their own learning.","It saves the teacher from buying red pens.","It makes the school look modern.","ကျောင်းသားကိုယ်တိုင် မိမိရဲ့တိုးတက်မှုကို ပြန်လည်သုံးသပ် အကဲဖြတ်တာကို Self-assessment လို့ ခေါ်ပါတယ်။"
"M1","When students check and give feedback on a classmate's work, it is called:","Peer-assessment","Self-assessment","Summative testing","ကျောင်းသားအချင်းချင်း အပြန်အလှန် စစ်ဆေးပေးပြီး အကြံဉာဏ်ပေးတာကို Peer-assessment လို့ ခေါ်ပါတယ်။"
"M1","Another way to test this concept: When students check and give feedback on a classmate's work, it is called:","Peer-assessment","Self-assessment","Summative testing","ကျောင်းသားအချင်းချင်း အပြန်အလှန် စစ်ဆေးပေးပြီး အကြံဉာဏ်ပေးတာကို Peer-assessment လို့ ခေါ်ပါတယ်။"
